世代,ペナルティ関数値,総移動コスト
1.0,305.67,1084.0
2.0,258.5,1799.65
3.0,220.17,1800.86
4.0,175.0,1801.19
5.0,172.17,1787.39
6.0,172.17,1787.39
7.0,150.17,1787.03
8.0,131.33,1787.81
9.0,121.0,1785.32
10.0,121.0,1785.32
11.0,109.0,1794.4
12.0,101.0,1798.49
13.0,99.83,1813.14
14.0,99.83,1813.14
15.0,99.83,1813.14
16.0,97.83,1796.47
17.0,87.0,1800.73
18.0,87.0,1800.73
19.0,87.0,1800.73
20.0,87.0,1800.73
21.0,83.83,1768.29
22.0,69.0,1765.36
23.0,66.17,1784.54
24.0,62.17,1767.84
25.0,62.17,1767.84
26.0,57.83,1775.95
27.0,57.83,1775.95
28.0,56.17,1789.84
29.0,56.17,1789.84
30.0,56.17,1789.84
31.0,56.17,1789.84
32.0,56.17,1789.84
33.0,51.83,1778.05
34.0,51.83,1778.05
35.0,51.83,1778.05
36.0,51.83,1781.3
37.0,51.83,1781.3
38.0,51.83,1781.3
39.0,51.83,1781.3
40.0,39.0,1782.77
41.0,39.0,1782.77
42.0,34.17,1805.89
43.0,34.17,1805.89
44.0,34.17,1805.89
45.0,34.17,1805.89
46.0,34.17,1805.89
47.0,34.17,1805.89
48.0,34.17,1805.89
49.0,34.17,1805.89
50.0,34.17,1805.89
51.0,34.17,1805.89
52.0,34.17,1813.6
53.0,34.17,1813.6
