世代,ペナルティ関数値,総移動コスト
1.0,283.08,894.0
2.0,250.46,1208.01
3.0,250.46,1208.01
4.0,236.77,1238.63
5.0,212.46,1193.74
6.0,202.15,1189.86
7.0,192.15,1216.6
8.0,192.15,1216.6
9.0,176.46,1213.54
10.0,176.46,1213.54
11.0,168.15,1224.9
12.0,158.46,1221.41
13.0,156.77,1246.18
14.0,124.77,1244.17
15.0,124.77,1249.47
16.0,124.77,1249.47
17.0,124.77,1249.47
18.0,124.77,1245.57
19.0,120.46,1251.4
20.0,120.46,1250.33
21.0,120.46,1251.24
22.0,120.46,1251.24
23.0,117.85,1243.92
24.0,117.85,1243.92
25.0,110.46,1230.31
26.0,110.46,1230.31
27.0,110.15,1236.2
28.0,110.15,1236.2
29.0,110.15,1236.2
30.0,93.85,1309.68
31.0,93.85,1309.68
32.0,93.85,1309.68
33.0,93.85,1309.68
34.0,93.85,1309.68
35.0,93.85,1309.68
36.0,89.85,1324.95
37.0,86.15,1318.44
38.0,86.15,1318.44
39.0,86.15,1318.44
40.0,86.15,1318.44
41.0,86.15,1318.44
42.0,86.15,1318.44
43.0,80.15,1268.67
44.0,80.15,1268.67
45.0,80.15,1268.67
46.0,80.15,1268.67
47.0,80.15,1268.67
48.0,80.15,1268.67
49.0,80.15,1268.67
50.0,76.15,1270.91
51.0,76.15,1270.91
52.0,76.15,1270.91
53.0,76.15,1270.91
54.0,76.15,1270.91
55.0,76.15,1270.91
56.0,74.15,1272.05
57.0,74.15,1272.05
58.0,74.15,1272.05
59.0,74.15,1272.05
60.0,74.15,1272.05
61.0,74.15,1272.05
62.0,74.15,1272.05
63.0,74.15,1272.05
64.0,74.15,1272.05
65.0,64.15,1290.63
66.0,60.15,1311.04
67.0,60.15,1311.04
68.0,60.15,1311.04
69.0,60.15,1311.04
70.0,56.15,1338.76
71.0,56.15,1338.76
72.0,51.85,1320.09
73.0,49.85,1334.32
74.0,49.85,1334.32
75.0,49.85,1329.09
76.0,49.85,1329.09
77.0,45.85,1338.13
78.0,45.85,1338.13
79.0,45.85,1348.4
80.0,45.85,1338.28
81.0,44.15,1342.55
82.0,44.15,1353.58
83.0,38.15,1401.12
84.0,38.15,1401.12
85.0,38.15,1401.12
86.0,38.15,1351.34
87.0,38.15,1351.34
88.0,36.15,1417.13
89.0,36.15,1373.89
90.0,34.46,1395.22
91.0,34.15,1395.9
92.0,34.15,1395.9
93.0,32.15,1366.88
94.0,32.15,1366.88
95.0,32.15,1344.3
96.0,32.15,1344.3
97.0,32.15,1409.75
98.0,32.15,1409.75
99.0,32.15,1409.75
100.0,32.15,1409.75
