世代,ペナルティ関数値,総移動コスト
1.0,386.93,923.0
2.0,376.8,1170.35
3.0,358.67,1145.4
4.0,356.93,1110.57
5.0,356.93,1110.57
6.0,356.93,1110.57
7.0,338.8,1142.15
8.0,324.67,1169.65
9.0,314.67,1149.81
10.0,303.2,1088.92
11.0,270.67,1177.27
12.0,270.67,1177.27
13.0,261.07,1120.61
14.0,261.07,1120.61
15.0,255.2,1119.41
16.0,237.07,1125.39
17.0,237.07,1125.39
18.0,222.8,1164.2
19.0,222.8,1164.2
20.0,222.8,1164.2
21.0,210.8,1171.08
22.0,206.93,1173.56
23.0,196.93,1196.06
24.0,194.93,1187.56
25.0,172.93,1202.86
26.0,172.93,1202.86
27.0,166.93,1166.82
28.0,166.93,1166.82
29.0,154.93,1164.99
30.0,154.93,1164.99
31.0,124.93,1173.23
32.0,122.93,1167.12
33.0,122.93,1167.12
34.0,120.93,1175.61
35.0,120.93,1178.85
36.0,118.93,1168.5
37.0,118.93,1168.5
38.0,115.07,1171.25
39.0,111.07,1173.57
40.0,109.07,1178.02
41.0,109.07,1178.02
42.0,109.07,1178.02
43.0,105.07,1186.54
44.0,103.07,1196.95
45.0,103.07,1196.95
46.0,103.07,1178.94
47.0,95.2,1181.81
48.0,95.2,1181.81
49.0,89.07,1201.3
50.0,89.07,1201.3
51.0,89.07,1202.63
52.0,86.93,1243.64
53.0,86.93,1243.64
54.0,81.2,1206.97
55.0,81.2,1206.97
56.0,81.2,1206.97
57.0,72.93,1289.87
58.0,72.93,1289.87
59.0,72.93,1289.87
60.0,72.93,1289.87
61.0,69.07,1248.58
62.0,67.07,1249.76
63.0,67.07,1249.76
64.0,66.93,1250.57
65.0,66.93,1250.57
66.0,63.07,1324.75
67.0,63.07,1324.75
68.0,59.2,1249.56
69.0,57.2,1250.94
70.0,51.2,1296.34
71.0,49.2,1291.92
72.0,49.2,1291.92
73.0,49.2,1291.92
74.0,49.2,1291.92
75.0,45.2,1290.76
76.0,45.2,1290.76
77.0,45.2,1290.76
78.0,45.2,1290.76
79.0,45.2,1290.76
80.0,45.2,1305.95
81.0,43.2,1346.57
82.0,43.2,1346.57
83.0,43.2,1346.57
84.0,41.07,1322.83
85.0,41.07,1322.83
86.0,40.93,1370.37
87.0,40.93,1370.37
88.0,40.93,1347.57
89.0,35.07,1340.77
90.0,34.93,1367.05
91.0,34.93,1367.05
92.0,34.8,1391.62
93.0,34.8,1391.62
94.0,34.8,1391.62
95.0,34.8,1407.91
96.0,34.8,1407.91
97.0,34.8,1407.91
98.0,34.8,1373.88
99.0,34.8,1373.88
100.0,34.8,1373.88
