α,値,実行,ルート数,距離
1,0.0125892541179,error,8,972.75
2,0.0158489319246,error,6,933.54
3,0.0199526231497,error,7,980.77
4,0.0251188643151,error,9,991.19
5,0.0316227766017,error,7,946.95
6,0.0398107170553,error,11,1097.83
7,0.0501187233627,error,10,1135.68
8,0.063095734448,error,10,1114.56
9,0.0794328234724,error,11,1131.83
10,0.1,error,12,1181.79
11,0.125892541179,error,13,1203.97
12,0.158489319246,error,16,1319.91
13,0.199526231497,error,16,1310.37
14,0.251188643151,error,17,1348.1
15,0.316227766017,error,16,1350.3
16,0.398107170553,error,17,1358.49
17,0.501187233627,error,17,1364.39
18,0.63095734448,error,17,1372.58
19,0.794328234724,success,17,1377.17
20,1.0,success,17,1365.21
21,1.25892541179,success,17,1373.41
22,1.58489319246,success,17,1375.24
23,1.99526231497,success,17,1373.28
24,2.51188643151,success,17,1386.18
25,3.16227766017,success,17,1377.68
26,3.98107170553,success,17,1384.54
27,5.01187233627,success,17,1397.1
28,6.3095734448,success,17,1387.93
29,7.94328234724,success,17,1356.32
30,10.0,success,17,1389.28
31,12.5892541179,success,17,1378.84
32,15.8489319246,success,17,1392.22
33,19.9526231497,success,17,1401.16
34,25.1188643151,success,17,1395.02
35,31.6227766017,success,18,1379.18
36,39.8107170553,success,17,1375.55
37,50.1187233627,success,17,1364.79
38,63.095734448,success,17,1364.02
39,79.4328234724,success,18,1366.96
40,100.0,success,17,1359.6
"[0, 2]","[178, 2.0]","[115, 178.0]","[145, 115.0]","[41, 145]","[41, 22.0]","[133, 22.0]","[171, 133.0]","[74, 171.0]","[197, 74.0]","[197, 72.0]","[21, 72]","[0, 21]","[0, 13]","[137, 13.0]","[144, 137.0]","[144, 57.0]","[57, 15]","[15, 43.0]","[43, 142]","[142, 42.0]","[42, 172]","[172, 87.0]","[87, 97]","[97, 95.0]","[94, 95]","[0, 94]","[0, 27]","[27, 167.0]","[167, 146]","[89, 146]","[147, 89.0]","[6, 147.0]","[183, 6.0]","[112, 183.0]","[156, 112.0]","[0, 156]","[0, 50]","[102, 50.0]","[157, 102.0]","[157, 33.0]","[81, 33.0]","[120, 81]","[9, 120.0]","[103, 9]","[51, 103.0]","[1, 51]","[1, 176.0]","[176, 0]","[0, 53]","[152, 53.0]","[58.0, 152]","[40.0, 58.0]","[180, 40]","[180, 149.0]","[149, 26]","[105, 26]","[0, 105]","[0, 60]","[60, 118.0]","[118, 5.0]","[84, 5.0]","[173, 84.0]","[113, 173]","[17, 113]","[17, 45.0]","[45.0, 125.0]","[125, 114]","[199, 114.0]","[83, 199.0]","[52, 83.0]","[52, 0]","[0, 68]","[68, 80.0]","[80, 150.0]","[150.0, 134]","[134, 163.0]","[163, 24.0]","[24, 29]","[121, 29]","[121, 169.0]","[169.0, 129]","[79, 129.0]","[185, 79.0]","[3.0, 185.0]","[158, 3.0]","[0, 158]","[0, 82]","[82, 48.0]","[48, 123]","[19, 123]","[19, 107.0]","[107, 175]","[175, 11.0]","[11, 159]","[159, 62.0]","[62, 148.0]","[148, 0]","[0, 96]","[96.0, 104.0]","[104.0, 99]","[99, 59.0]","[59, 93.0]","[93, 85]","[91, 85.0]","[193, 91.0]","[193, 100.0]","[100, 37.0]","[37, 151.0]","[92, 151.0]","[92, 117]","[117, 0]","[0, 98]","[98, 192]","[14, 192.0]","[119, 14.0]","[44, 119.0]","[38, 44]","[140, 38]","[140, 86.0]","[86, 141.0]","[141, 191.0]","[191, 16]","[16, 61.0]","[61, 0]","[0, 101]","[70, 101.0]","[90, 70]","[126, 90.0]","[63, 126.0]","[181, 63]","[181, 64]","[64, 49.0]","[49, 143.0]","[143, 36.0]","[36, 47.0]","[47, 168.0]","[168, 124.0]","[124, 46]","[174, 46]","[174, 8.0]","[8, 0]","[0, 111]","[111, 76]","[76, 196.0]","[196, 77]","[116.0, 77.0]","[116, 184.0]","[184, 154.0]","[138, 154.0]","[0, 138]","[0, 122]","[30, 122.0]","[20, 30.0]","[20, 128]","[128, 160.0]","[131, 160.0]","[32, 131.0]","[108, 32]","[189, 108.0]","[189, 10.0]","[31, 10.0]","[31, 0]","[0, 132.0]","[132, 69.0]","[162, 69]","[162, 127.0]","[127, 190.0]","[88, 190]","[182, 88]","[7, 182.0]","[194, 7.0]","[194, 106]","[106, 153.0]","[153, 18.0]","[166, 18.0]","[0, 166]","[0, 165]","[165, 55.0]","[55, 25.0]","[25, 187.0]","[187, 139.0]","[139, 39.0]","[39, 170.0]","[170, 67.0]","[67, 23.0]","[23, 186.0]","[186, 56]","[56, 75.0]","[75, 73]","[73, 0]","[0, 188]","[66, 188.0]","[161, 66]","[71, 161.0]","[65, 71.0]","[136, 65]","[35, 136.0]","[135, 35]","[135, 164.0]","[164, 34.0]","[34, 78.0]","[78.0, 0]","[0, 195]","[195, 179]","[179, 198]","[198, 110.0]","[110, 4]","[4, 155.0]","[130, 155.0]","[130, 54.0]","[54, 177.0]","[109, 177.0]","[12, 109.0]","[28, 12]","[28, 0]"
計算時間：,20046.106750249863
