α,値,実行,ルート数,距離
1,0.0125892541179,error,2,581.21
2,0.0158489319246,error,3,594.58
3,0.0199526231497,error,3,586.25
4,0.0251188643151,error,3,606.63
5,0.0316227766017,error,3,597.0
6,0.0398107170553,error,5,653.87
7,0.0501187233627,error,1,587.26
8,0.063095734448,error,4,622.39
9,0.0794328234724,error,4,630.94
10,0.1,error,5,686.91
11,0.125892541179,success,7,946.42
12,0.158489319246,success,7,759.27
13,0.199526231497,error,6,687.54
14,0.251188643151,success,8,789.85
15,0.316227766017,success,7,800.4
16,0.398107170553,success,7,798.65
17,0.501187233627,success,7,777.12
18,0.63095734448,success,8,753.22
19,0.794328234724,success,8,736.3
20,1.0,success,8,756.1
21,1.25892541179,success,7,726.5
22,1.58489319246,success,7,754.67
23,1.99526231497,success,8,750.28
24,2.51188643151,success,8,723.58
25,3.16227766017,success,8,733.15
26,3.98107170553,success,8,723.58
27,5.01187233627,success,7,726.5
28,6.3095734448,success,8,743.23
29,7.94328234724,success,8,747.58
30,10.0,success,7,751.73
31,12.5892541179,success,8,739.38
32,15.8489319246,success,8,742.81
33,19.9526231497,success,7,726.5
34,25.1188643151,success,8,748.62
35,31.6227766017,success,8,753.22
36,39.8107170553,success,7,747.37
37,50.1187233627,success,8,742.57
38,63.095734448,success,8,742.83
39,79.4328234724,success,8,744.55
40,100.0,success,7,726.5
"[0, 4]","[4, 67]","[67, 26]","[26, 12.0]","[12, 72.0]","[72, 39.0]","[9, 39.0]","[40, 9]","[40, 17.0]","[17, 0]","[0, 6]","[6, 33]","[33, 16.0]","[16, 63.0]","[63, 1.0]","[1, 73]","[62, 73.0]","[28, 62.0]","[74, 28.0]","[2, 74]","[2, 68]","[68, 0]","[0, 7]","[7, 53]","[14, 53.0]","[59, 14]","[59, 11.0]","[11, 66.0]","[66, 65.0]","[38, 65.0]","[0, 38.0]","[0, 21]","[21, 61]","[61, 22]","[64, 22.0]","[42, 64]","[43, 42.0]","[41.0, 43]","[41, 56.0]","[56, 23]","[49, 23]","[24, 49.0]","[0, 24.0]","[0, 30]","[48, 30.0]","[47, 48]","[36, 47]","[36, 69.0]","[71, 69.0]","[60, 71.0]","[70, 60]","[70, 20.0]","[20, 37.0]","[37, 5.0]","[5, 29]","[45, 29]","[0, 45]","[0, 46]","[8, 46.0]","[35, 8.0]","[35, 19]","[19, 54.0]","[54, 13]","[57, 13.0]","[15, 57.0]","[27, 15]","[27, 52.0]","[52, 34.0]","[34, 75]","[75, 0]","[0, 51]","[51, 3]","[3, 44.0]","[44, 32.0]","[50, 32.0]","[18, 50]","[55, 18.0]","[25, 55.0]","[31, 25]","[31, 10.0]","[10, 58.0]","[58, 0]"
計算時間：,2237.4306964874268
