α,値,実行,ルート数,距離
1,0.0125892541179,error,1,693.59
2,0.0158489319246,error,5,740.27
3,0.0199526231497,error,3,705.39
4,0.0251188643151,error,3,732.61
5,0.0316227766017,error,4,745.22
6,0.0398107170553,error,2,699.02
7,0.0501187233627,error,5,751.8
8,0.063095734448,error,5,763.12
9,0.0794328234724,error,5,754.35
10,0.1,error,6,848.12
11,0.125892541179,error,5,754.1
12,0.158489319246,error,8,842.56
13,0.199526231497,success,8,937.79
14,0.251188643151,error,7,831.52
15,0.316227766017,success,8,885.55
16,0.398107170553,success,8,933.24
17,0.501187233627,error,8,848.33
18,0.63095734448,success,8,902.35
19,0.794328234724,success,8,872.66
20,1.0,success,8,872.17
21,1.25892541179,success,8,881.4
22,1.58489319246,success,8,908.31
23,1.99526231497,success,8,866.01
24,2.51188643151,success,8,882.35
25,3.16227766017,success,8,870.68
26,3.98107170553,success,8,875.43
27,5.01187233627,success,8,854.11
28,6.3095734448,success,8,874.92
29,7.94328234724,success,8,875.58
30,10.0,success,8,876.09
31,12.5892541179,success,8,854.44
32,15.8489319246,success,8,875.86
33,19.9526231497,success,8,861.25
34,25.1188643151,success,9,868.34
35,31.6227766017,success,8,883.52
36,39.8107170553,success,8,871.96
37,50.1187233627,success,8,881.78
38,63.095734448,success,8,913.43
39,79.4328234724,success,8,871.22
40,100.0,success,8,862.55
"[0, 2.0]","[2, 57.0]","[42, 57]","[43, 42.0]","[43, 15]","[15, 41]","[41, 22.0]","[75, 22]","[56, 75.0]","[56, 23.0]","[67, 23]","[39, 67.0]","[25, 39.0]","[55, 25]","[4, 55.0]","[0, 4]","[0, 13]","[94, 13.0]","[95, 94.0]","[87, 95.0]","[97, 87]","[97, 59]","[59, 93]","[93, 99.0]","[99, 96]","[96, 6.0]","[89, 6.0]","[0, 89.0]","[0, 26]","[26, 12]","[12, 54.0]","[24, 54.0]","[29, 24]","[80, 29]","[80, 68.0]","[68, 77.0]","[77.0, 76]","[50, 76.0]","[28, 50.0]","[27, 28.0]","[0, 27.0]","[0, 31]","[31, 88.0]","[88, 10.0]","[10, 62.0]","[62, 11.0]","[11, 19]","[48, 19]","[7, 48.0]","[82, 7.0]","[82, 8.0]","[83, 8]","[18, 83]","[52, 18.0]","[0, 52]","[0, 53]","[53, 40.0]","[40, 21.0]","[21, 72]","[74, 72]","[73, 74.0]","[58, 73]","[0, 58]","[0, 60]","[5, 60.0]","[84, 5]","[84, 17.0]","[17, 45.0]","[45, 46]","[46, 47]","[47, 36]","[49, 36.0]","[64, 49.0]","[63, 64]","[63, 90.0]","[90, 32]","[32, 30.0]","[30, 70]","[1, 70.0]","[1, 0]","[0, 69]","[69, 33]","[81, 33]","[81, 9.0]","[9, 51.0]","[51, 20.0]","[20, 66]","[66, 65.0]","[65, 71]","[35, 71]","[34, 35.0]","[78, 34.0]","[78, 79.0]","[79, 3]","[3, 0]","[0, 98]","[98, 85.0]","[85.0, 61]","[61, 16.0]","[16, 86.0]","[86, 38]","[14.0, 38]","[14, 44.0]","[44, 91.0]","[91, 100.0]","[100, 37]","[37, 92.0]","[92.0, 0]"
計算時間：,4209.240842819214
