世代,ペナルティ関数値,総移動コスト
1.0,604.0,1115.0
2.0,560.0,1352.28
3.0,548.0,1357.81
4.0,480.0,1349.99
5.0,480.0,1349.99
6.0,448.0,1349.18
7.0,448.0,1349.18
8.0,448.0,1349.18
9.0,448.0,1349.18
10.0,448.0,1349.18
11.0,406.0,1353.57
12.0,406.0,1353.57
13.0,406.0,1353.57
14.0,368.0,1359.23
15.0,318.0,1364.65
16.0,296.0,1353.56
17.0,260.0,1373.12
18.0,260.0,1373.12
19.0,236.0,1374.2
20.0,236.0,1378.03
21.0,230.0,1387.13
22.0,230.0,1385.84
23.0,214.0,1379.84
24.0,214.0,1379.84
25.0,192.0,1385.69
26.0,172.0,1387.53
27.0,172.0,1387.53
28.0,172.0,1393.16
29.0,164.0,1389.73
30.0,160.0,1387.51
31.0,154.0,1387.69
32.0,154.0,1387.69
33.0,152.0,1418.13
34.0,144.0,1406.87
35.0,144.0,1406.87
36.0,142.0,1442.11
37.0,142.0,1442.11
38.0,142.0,1459.78
39.0,142.0,1442.56
40.0,142.0,1433.69
41.0,142.0,1433.69
42.0,142.0,1433.69
43.0,142.0,1433.69
44.0,142.0,1433.69
45.0,142.0,1433.69
46.0,142.0,1433.69
47.0,138.0,1470.47
48.0,138.0,1462.43
49.0,138.0,1462.43
50.0,138.0,1462.43
51.0,138.0,1462.43
52.0,138.0,1462.43
53.0,138.0,1462.43
54.0,138.0,1462.43
55.0,138.0,1483.06
56.0,138.0,1483.06
57.0,138.0,1483.06
58.0,138.0,1483.06
