世代,ペナルティ関数値,総移動コスト
1.0,683.58,1405.0
2.0,620.21,1577.58
3.0,620.21,1577.58
4.0,620.21,1577.58
5.0,620.21,1577.58
6.0,598.21,1597.94
7.0,538.32,1580.44
8.0,538.32,1580.44
9.0,492.32,1584.68
10.0,468.32,1587.05
11.0,468.32,1587.05
12.0,468.32,1587.05
13.0,468.32,1587.05
14.0,450.95,1592.49
15.0,450.95,1592.49
16.0,428.95,1582.23
17.0,428.95,1582.23
18.0,428.95,1582.23
19.0,428.95,1582.23
20.0,428.95,1582.23
21.0,416.32,1581.01
22.0,401.58,1581.45
23.0,386.32,1582.04
24.0,386.32,1582.04
25.0,366.32,1613.16
26.0,366.32,1613.16
27.0,366.32,1613.16
28.0,366.32,1613.16
29.0,366.32,1613.16
30.0,366.32,1613.16
31.0,356.95,1592.21
32.0,338.95,1601.72
33.0,328.95,1612.5
34.0,328.95,1612.5
35.0,304.32,1614.31
36.0,304.32,1614.31
37.0,304.32,1614.31
38.0,304.32,1614.31
39.0,304.32,1613.1
40.0,297.68,1659.35
41.0,297.68,1659.35
42.0,292.32,1648.68
43.0,281.68,1656.22
44.0,281.68,1656.22
45.0,281.68,1656.22
46.0,281.68,1656.22
47.0,281.68,1656.22
48.0,281.68,1656.22
49.0,280.32,1671.02
50.0,280.32,1671.02
51.0,280.32,1671.02
52.0,268.95,1633.75
53.0,268.95,1633.75
54.0,268.95,1633.75
55.0,268.95,1634.17
56.0,268.95,1634.17
57.0,268.95,1634.17
58.0,268.95,1634.17
59.0,262.95,1653.99
60.0,262.95,1653.99
61.0,262.95,1649.62
62.0,262.95,1653.61
63.0,262.95,1653.61
64.0,262.95,1653.61
65.0,254.95,1673.85
66.0,250.95,1631.3
67.0,250.32,1651.26
68.0,246.95,1661.99
69.0,242.95,1662.46
70.0,239.58,1664.05
71.0,239.58,1664.05
72.0,239.58,1664.05
73.0,226.32,1653.26
74.0,223.58,1687.87
75.0,223.58,1687.87
76.0,223.58,1656.02
77.0,223.58,1677.66
78.0,223.58,1667.01
79.0,223.58,1667.01
80.0,223.58,1667.01
81.0,223.58,1667.01
82.0,223.58,1667.01
83.0,223.58,1667.01
84.0,223.58,1667.01
85.0,223.58,1667.01
