世代,ペナルティ関数値,総移動コスト
1.0,479.0,1083.0
2.0,479.0,1083.0
3.0,466.0,1433.15
4.0,466.0,1436.83
5.0,466.0,1448.12
6.0,440.0,1508.66
7.0,368.0,1505.93
8.0,344.0,1502.2
9.0,336.0,1501.66
10.0,294.0,1504.73
11.0,270.0,1507.79
12.0,262.0,1516.55
13.0,262.0,1516.55
14.0,262.0,1514.11
15.0,249.0,1530.26
16.0,244.0,1521.82
17.0,244.0,1521.82
18.0,209.0,1527.8
19.0,209.0,1538.22
20.0,208.0,1540.09
21.0,208.0,1540.09
22.0,208.0,1540.09
23.0,208.0,1540.09
24.0,167.0,1516.7
25.0,167.0,1516.7
26.0,167.0,1522.54
27.0,167.0,1522.54
28.0,167.0,1520.79
29.0,165.0,1528.79
30.0,158.0,1520.53
31.0,158.0,1529.2
32.0,157.0,1545.0
33.0,152.0,1535.21
34.0,152.0,1526.63
35.0,152.0,1542.47
36.0,152.0,1534.34
37.0,152.0,1534.34
38.0,152.0,1534.34
39.0,152.0,1534.34
40.0,152.0,1534.34
41.0,152.0,1534.34
42.0,152.0,1534.34
43.0,152.0,1534.34
44.0,152.0,1534.34
