世代,ペナルティ関数値,総移動コスト
1.0,225.25,590.0
2.0,199.0,706.15
3.0,171.25,687.92
4.0,154.75,715.17
5.0,124.75,731.21
6.0,123.5,719.2
7.0,115.0,746.13
8.0,105.25,745.95
9.0,105.25,745.95
10.0,103.25,727.42
11.0,99.5,727.92
12.0,91.25,765.66
13.0,87.0,761.1
14.0,87.0,761.1
15.0,81.0,771.71
16.0,81.0,771.71
17.0,81.0,734.15
18.0,81.0,734.15
19.0,71.0,740.33
20.0,65.0,797.76
21.0,55.0,801.34
22.0,53.0,821.79
23.0,53.0,821.79
24.0,44.75,843.23
25.0,40.75,844.21
26.0,40.75,844.21
27.0,31.25,808.96
28.0,21.25,820.49
29.0,21.25,820.49
30.0,19.0,802.92
31.0,19.0,814.3
32.0,19.0,807.61
33.0,19.0,807.23
34.0,19.0,807.23
35.0,19.0,807.23
36.0,19.0,807.23
37.0,15.25,920.92
38.0,15.25,920.92
39.0,15.25,920.92
40.0,15.25,920.92
41.0,15.25,920.92
42.0,15.25,920.92
43.0,15.25,920.92
44.0,15.25,920.92
45.0,15.25,933.01
46.0,15.25,918.19
47.0,13.25,915.77
48.0,13.25,915.77
49.0,13.25,915.77
50.0,13.25,915.77
51.0,13.25,915.77
52.0,13.25,915.77
53.0,13.25,915.77
54.0,13.25,915.77
55.0,13.25,915.77
56.0,11.25,899.31
57.0,11.25,899.31
58.0,11.25,899.31
59.0,11.25,899.31
60.0,11.25,899.31
61.0,11.25,899.31
62.0,11.25,899.31
63.0,11.25,899.31
64.0,11.25,917.61
65.0,11.25,925.66
66.0,11.25,925.66
67.0,7.5,911.51
68.0,7.5,911.51
69.0,7.5,911.51
70.0,7.5,911.51
71.0,7.5,911.51
72.0,7.5,911.51
73.0,7.5,911.51
74.0,7.5,899.42
75.0,7.5,899.42
76.0,7.5,899.42
77.0,7.5,899.42
78.0,7.5,899.42
