世代,ペナルティ関数値,総移動コスト
1.0,778.8,1387.0
2.0,778.8,1387.0
3.0,778.8,1387.0
4.0,776.8,1527.14
5.0,723.4,1599.27
6.0,723.4,1599.27
7.0,717.4,1530.63
8.0,717.4,1530.63
9.0,717.4,1530.63
10.0,717.4,1530.63
11.0,707.4,1538.98
12.0,690.8,1542.45
13.0,690.8,1542.45
14.0,690.8,1542.45
15.0,690.8,1542.45
16.0,690.8,1542.45
17.0,690.8,1542.45
18.0,641.4,1590.28
19.0,615.4,1591.18
20.0,615.4,1591.18
21.0,615.4,1591.18
22.0,615.4,1591.18
23.0,615.4,1591.18
24.0,615.4,1591.18
25.0,615.4,1591.18
26.0,615.4,1591.18
27.0,573.4,1602.53
28.0,573.4,1602.53
29.0,552.0,1602.1
30.0,550.0,1605.83
31.0,535.4,1607.61
32.0,535.4,1607.61
33.0,517.4,1607.89
34.0,494.8,1612.06
35.0,494.8,1612.06
36.0,422.8,1613.45
37.0,422.8,1613.45
38.0,422.8,1613.45
39.0,412.2,1610.4
40.0,412.2,1610.4
41.0,412.2,1610.4
42.0,412.2,1610.4
43.0,409.6,1611.51
44.0,398.2,1615.45
45.0,398.2,1615.45
46.0,398.2,1615.45
47.0,398.2,1615.45
48.0,398.2,1615.45
49.0,398.2,1615.45
50.0,398.2,1615.45
51.0,398.2,1615.45
52.0,398.2,1615.45
53.0,383.4,1632.81
54.0,365.4,1632.07
55.0,365.4,1632.07
56.0,365.4,1632.07
57.0,365.4,1632.07
58.0,365.4,1632.07
59.0,365.4,1632.07
60.0,365.4,1632.07
61.0,365.4,1632.07
62.0,365.4,1632.07
63.0,365.4,1632.07
64.0,365.4,1632.07
65.0,365.4,1632.07
