世代,ペナルティ関数値,総移動コスト
1.0,481.64,888.0
2.0,481.64,888.0
3.0,465.64,1039.77
4.0,431.45,1073.5
5.0,431.45,1073.5
6.0,399.45,1071.62
7.0,346.36,1065.17
8.0,322.55,1088.09
9.0,322.55,1088.09
10.0,322.55,1088.09
11.0,322.55,1088.09
12.0,273.64,1091.22
13.0,273.64,1091.22
14.0,270.55,1098.96
15.0,266.55,1089.77
16.0,266.55,1089.77
17.0,240.55,1110.32
18.0,240.55,1110.32
19.0,240.55,1102.05
20.0,240.55,1102.05
21.0,233.64,1103.41
22.0,202.55,1106.78
23.0,198.36,1108.93
24.0,195.64,1108.25
25.0,192.73,1140.73
26.0,188.36,1133.08
27.0,181.45,1144.46
28.0,181.45,1144.46
29.0,167.64,1114.14
30.0,167.64,1127.01
31.0,163.45,1151.24
32.0,160.55,1141.61
33.0,153.64,1135.26
34.0,153.64,1135.26
35.0,119.45,1174.17
36.0,100.36,1171.57
37.0,100.36,1171.57
38.0,89.45,1175.19
39.0,60.55,1177.58
40.0,60.55,1177.58
41.0,60.55,1177.58
42.0,60.55,1177.58
43.0,60.55,1177.58
44.0,60.55,1177.58
45.0,58.55,1140.37
46.0,57.45,1211.6
47.0,57.45,1211.6
48.0,57.45,1211.6
49.0,57.45,1211.6
50.0,49.45,1221.67
51.0,48.55,1212.68
52.0,48.55,1212.68
53.0,48.55,1212.68
54.0,48.55,1212.68
55.0,47.45,1174.36
56.0,47.45,1174.36
57.0,47.45,1174.36
58.0,46.55,1201.83
59.0,44.55,1208.06
60.0,41.45,1186.71
61.0,37.64,1197.64
62.0,37.64,1197.64
63.0,37.64,1197.64
64.0,37.64,1197.64
65.0,37.64,1197.64
66.0,37.64,1197.64
67.0,37.64,1197.64
68.0,37.64,1197.64
69.0,35.45,1186.69
70.0,34.36,1183.92
71.0,34.36,1183.92
72.0,34.36,1183.92
73.0,34.36,1183.92
74.0,34.36,1190.09
75.0,26.36,1206.51
76.0,26.36,1206.51
77.0,26.36,1206.51
78.0,26.36,1206.51
79.0,25.27,1210.63
80.0,25.27,1210.63
81.0,25.27,1221.66
82.0,25.27,1221.66
83.0,25.27,1221.66
84.0,25.27,1221.66
85.0,25.27,1221.66
86.0,25.27,1209.67
87.0,25.27,1209.67
88.0,25.27,1209.67
89.0,25.27,1209.67
90.0,25.27,1209.67
