世代,ペナルティ関数値,総移動コスト
1.0,401.08,919.0
2.0,366.92,1030.13
3.0,357.23,1029.54
4.0,357.23,1029.54
5.0,322.92,985.65
6.0,313.08,979.5
7.0,313.08,979.5
8.0,313.08,979.5
9.0,313.08,979.5
10.0,313.08,979.5
11.0,271.08,1008.24
12.0,271.08,1008.24
13.0,271.08,1008.24
14.0,265.08,1005.94
15.0,265.08,1005.94
16.0,265.08,1005.94
17.0,241.08,1011.78
18.0,241.08,1011.78
19.0,241.08,1011.78
20.0,241.08,1011.78
21.0,241.08,1011.78
22.0,241.08,1011.78
23.0,241.08,1011.78
24.0,241.08,1011.78
25.0,241.08,1011.78
26.0,217.08,1019.79
27.0,157.38,1029.73
28.0,157.38,1029.73
29.0,157.38,1029.73
30.0,157.38,1029.73
31.0,157.38,1029.73
32.0,157.38,1029.73
33.0,157.38,1029.73
34.0,157.38,1029.73
35.0,157.38,1029.73
36.0,145.23,1032.93
37.0,145.23,1032.93
38.0,145.23,1032.93
39.0,145.23,1032.93
40.0,145.23,1032.93
41.0,137.23,1034.57
42.0,131.08,1055.42
43.0,131.08,1055.42
44.0,131.08,1055.42
45.0,131.08,1055.42
46.0,131.08,1055.42
47.0,123.08,1035.94
48.0,115.08,1055.8
49.0,115.08,1055.8
50.0,115.08,1055.8
51.0,115.08,1055.8
52.0,105.08,1086.66
53.0,105.08,1060.46
54.0,99.08,1082.58
55.0,99.08,1082.58
56.0,99.08,1082.58
57.0,96.92,1095.0
58.0,96.92,1082.67
59.0,90.92,1097.3
60.0,86.77,1101.74
61.0,84.77,1073.66
62.0,84.77,1073.66
63.0,84.77,1073.66
64.0,84.77,1073.66
65.0,84.77,1073.66
66.0,84.77,1073.66
67.0,80.77,1112.76
68.0,78.77,1114.43
69.0,78.77,1114.43
70.0,78.77,1114.43
71.0,78.77,1114.43
72.0,72.77,1089.97
73.0,72.77,1089.97
74.0,70.92,1093.22
75.0,70.92,1094.97
76.0,70.92,1094.97
77.0,70.92,1094.97
78.0,70.92,1116.72
79.0,70.92,1116.72
80.0,70.92,1116.72
81.0,68.77,1091.01
82.0,68.77,1091.01
83.0,68.77,1105.55
84.0,68.77,1105.55
85.0,68.77,1105.55
86.0,68.77,1105.55
87.0,68.77,1105.55
88.0,68.77,1105.55
89.0,68.77,1105.55
90.0,68.77,1105.55
91.0,68.77,1105.55
92.0,68.77,1105.55
