世代,ペナルティ関数値,総移動コスト
1.0,713.85,843.0
2.0,692.31,1154.96
3.0,692.31,1166.92
4.0,692.31,1166.92
5.0,692.31,1166.92
6.0,692.31,1166.92
7.0,632.31,1088.79
8.0,630.77,1092.21
9.0,630.77,1092.21
10.0,630.77,1092.21
11.0,630.77,1092.21
12.0,592.31,1117.96
13.0,592.31,1117.96
14.0,592.31,1117.96
15.0,592.31,1117.96
16.0,592.31,1117.96
17.0,592.31,1117.96
18.0,572.31,1117.83
19.0,572.31,1122.22
20.0,572.31,1122.22
21.0,570.77,1129.46
22.0,570.77,1129.46
23.0,570.77,1129.46
24.0,570.77,1129.46
25.0,570.77,1129.46
26.0,570.77,1129.46
27.0,570.77,1129.46
28.0,570.77,1129.46
29.0,570.77,1129.46
30.0,570.77,1129.46
31.0,570.77,1129.46
32.0,570.77,1129.46
