世代,ペナルティ関数値,総移動コスト
1.0,78.57,1085.0
2.0,78.57,1085.0
3.0,78.57,1840.58
4.0,66.14,1844.17
5.0,66.14,1844.17
6.0,66.14,1846.46
7.0,54.57,1857.0
8.0,54.57,1857.0
9.0,46.57,1861.26
10.0,44.57,1857.38
11.0,43.0,1876.93
12.0,41.43,1868.35
13.0,39.43,1871.08
14.0,39.43,1871.08
15.0,37.86,1867.77
16.0,35.86,1871.61
17.0,34.29,2036.05
18.0,34.29,2036.05
19.0,34.29,2036.05
20.0,32.71,2118.71
21.0,32.71,2112.98
22.0,32.71,2112.98
23.0,32.71,2112.98
24.0,32.71,2112.98
25.0,31.14,2126.79
26.0,31.14,2133.63
27.0,31.14,2129.15
28.0,31.14,2130.41
29.0,31.14,2130.41
30.0,31.14,2130.41
31.0,31.14,2130.41
32.0,31.14,2130.41
33.0,31.14,2130.41
34.0,31.14,2130.41
35.0,31.14,2130.41
36.0,31.14,2130.41
