世代,ペナルティ関数値,総移動コスト
1.0,379.08,922.0
2.0,379.08,922.0
3.0,335.08,1060.12
4.0,335.08,1060.12
5.0,333.08,1071.59
6.0,321.23,1010.83
7.0,321.23,1010.83
8.0,321.23,1010.83
9.0,321.23,1010.83
10.0,279.08,1031.65
11.0,249.08,1102.05
12.0,249.08,1102.05
13.0,249.08,1102.05
14.0,207.08,1108.91
15.0,193.23,1115.37
16.0,193.23,1115.37
17.0,193.23,1115.37
18.0,193.08,1144.07
19.0,193.08,1155.66
20.0,174.92,1164.31
21.0,174.92,1164.31
22.0,151.08,1135.79
23.0,151.08,1135.79
24.0,130.77,1136.24
25.0,130.77,1136.24
26.0,130.77,1132.39
27.0,130.77,1145.41
28.0,126.62,1150.82
29.0,94.62,1145.46
30.0,94.62,1145.46
31.0,94.62,1145.46
32.0,94.62,1145.46
33.0,94.62,1153.25
34.0,94.62,1153.25
35.0,94.62,1153.25
36.0,90.46,1165.68
37.0,90.46,1165.68
38.0,90.46,1160.17
39.0,90.46,1160.17
40.0,90.46,1161.5
41.0,90.46,1161.5
42.0,90.46,1161.5
43.0,90.46,1161.5
44.0,90.46,1161.5
45.0,90.46,1161.5
46.0,90.46,1161.5
47.0,90.46,1161.5
