世代,ペナルティ関数値,総移動コスト
1.0,454.0,1086.0
2.0,396.0,1445.82
3.0,311.0,1448.97
4.0,300.0,1449.19
5.0,296.0,1454.87
6.0,279.0,1460.18
7.0,272.0,1462.03
8.0,234.0,1443.48
9.0,232.0,1443.88
10.0,232.0,1443.88
11.0,229.0,1475.98
12.0,216.0,1468.6
13.0,216.0,1468.6
14.0,201.0,1465.42
15.0,201.0,1465.42
16.0,201.0,1465.42
17.0,201.0,1469.69
18.0,201.0,1468.03
19.0,201.0,1468.03
20.0,200.0,1478.78
21.0,200.0,1483.74
22.0,200.0,1483.74
23.0,200.0,1483.74
24.0,200.0,1483.74
25.0,200.0,1468.14
26.0,200.0,1468.14
27.0,200.0,1468.14
28.0,200.0,1471.1
29.0,200.0,1471.1
30.0,200.0,1471.1
31.0,200.0,1471.1
