世代,ペナルティ関数値,総移動コスト
1.0,838.29,1414.0
2.0,774.29,1698.96
3.0,752.29,1608.21
4.0,752.29,1608.21
5.0,748.29,1699.57
6.0,748.29,1699.57
7.0,703.71,1602.91
8.0,703.71,1602.91
9.0,703.71,1602.91
10.0,703.71,1602.91
11.0,694.29,1705.71
12.0,694.29,1692.24
13.0,676.29,1704.64
14.0,638.29,1721.33
15.0,638.29,1721.33
16.0,616.29,1722.29
17.0,567.71,1720.69
18.0,543.71,1717.58
19.0,543.71,1714.17
20.0,543.71,1714.17
21.0,513.71,1732.93
22.0,513.71,1721.29
23.0,491.71,1752.3
24.0,490.29,1740.45
25.0,467.71,1720.91
26.0,461.14,1762.33
27.0,449.14,1726.99
28.0,422.29,1728.15
29.0,403.71,1748.76
30.0,388.29,1760.61
31.0,375.71,1740.86
32.0,371.71,1742.12
33.0,371.14,1721.03
34.0,353.14,1753.89
35.0,330.57,1731.63
36.0,330.57,1731.63
37.0,323.71,1760.03
38.0,323.71,1760.03
39.0,315.14,1760.51
40.0,315.14,1772.59
41.0,309.71,1762.05
42.0,293.71,1760.0
43.0,290.29,1774.08
44.0,289.71,1786.2
45.0,285.71,1760.56
46.0,267.71,1778.84
47.0,267.71,1787.42
48.0,267.71,1787.42
49.0,267.71,1787.42
50.0,263.14,1773.51
51.0,261.14,1776.25
52.0,261.14,1776.25
53.0,261.14,1776.25
54.0,257.71,1770.07
55.0,257.71,1770.07
56.0,251.14,1766.03
57.0,251.14,1766.03
58.0,235.14,1772.85
59.0,233.14,1773.73
60.0,233.14,1773.73
61.0,231.14,1760.9
62.0,231.14,1760.9
63.0,230.57,1761.5
64.0,230.57,1761.5
65.0,230.57,1735.55
66.0,230.57,1735.55
67.0,230.57,1735.55
68.0,230.57,1774.62
69.0,230.57,1774.62
70.0,230.57,1774.62
71.0,230.57,1774.62
72.0,230.57,1774.62
73.0,230.57,1774.62
74.0,230.57,1774.62
