世代,ペナルティ関数値,総移動コスト
1.0,594.0,1114.0
2.0,594.0,1114.0
3.0,530.0,1318.23
4.0,474.0,1319.56
5.0,474.0,1315.83
6.0,474.0,1315.83
7.0,474.0,1315.83
8.0,468.0,1323.59
9.0,458.0,1319.27
10.0,438.0,1326.15
11.0,438.0,1326.15
12.0,400.0,1299.13
13.0,376.0,1304.21
14.0,376.0,1308.61
15.0,344.0,1291.21
16.0,344.0,1291.21
17.0,344.0,1291.21
18.0,344.0,1291.21
19.0,330.0,1312.94
20.0,318.0,1326.31
21.0,316.0,1328.68
22.0,310.0,1329.26
23.0,296.0,1325.2
24.0,296.0,1331.04
25.0,272.0,1304.98
26.0,260.0,1325.17
27.0,260.0,1315.75
28.0,260.0,1315.75
29.0,260.0,1329.69
30.0,258.0,1314.99
31.0,244.0,1368.69
32.0,228.0,1324.07
33.0,228.0,1324.07
34.0,210.0,1328.54
35.0,210.0,1328.54
36.0,204.0,1365.78
37.0,204.0,1379.9
38.0,202.0,1399.76
39.0,202.0,1409.01
40.0,174.0,1347.12
41.0,174.0,1347.12
42.0,174.0,1364.66
43.0,174.0,1364.66
44.0,170.0,1344.08
45.0,164.0,1349.39
46.0,164.0,1349.39
47.0,164.0,1361.72
48.0,164.0,1352.0
49.0,158.0,1353.91
50.0,158.0,1353.91
51.0,148.0,1404.25
52.0,148.0,1383.1
53.0,148.0,1409.37
54.0,146.0,1389.2
55.0,146.0,1389.2
56.0,144.0,1396.34
57.0,132.0,1356.94
58.0,132.0,1381.14
59.0,132.0,1381.14
60.0,132.0,1381.14
61.0,132.0,1381.14
62.0,132.0,1381.14
63.0,132.0,1366.52
64.0,132.0,1366.52
65.0,132.0,1366.52
66.0,132.0,1366.52
67.0,132.0,1366.52
68.0,132.0,1366.52
