世代,ペナルティ関数値,総移動コスト
1.0,788.8,1402.0
2.0,788.8,1402.0
3.0,755.4,1543.92
4.0,737.4,1547.02
5.0,737.4,1547.02
6.0,737.4,1547.02
7.0,737.4,1547.02
8.0,737.4,1547.02
9.0,737.4,1547.02
10.0,651.4,1548.13
11.0,637.4,1556.32
12.0,582.0,1572.87
13.0,582.0,1572.87
14.0,582.0,1572.87
15.0,568.0,1567.12
16.0,568.0,1567.12
17.0,568.0,1567.12
18.0,568.0,1567.12
19.0,568.0,1567.12
20.0,568.0,1567.12
21.0,568.0,1567.12
22.0,512.6,1585.27
23.0,512.6,1585.27
24.0,511.2,1583.51
25.0,511.2,1583.51
26.0,511.2,1583.51
27.0,511.2,1583.51
28.0,510.6,1599.3
29.0,510.6,1599.3
30.0,510.6,1599.3
31.0,510.6,1599.3
32.0,510.6,1599.3
33.0,506.0,1587.22
34.0,494.6,1591.3
35.0,486.6,1605.86
36.0,486.6,1605.86
37.0,479.2,1587.36
38.0,478.0,1596.65
39.0,470.0,1596.36
40.0,456.0,1602.48
41.0,456.0,1602.48
42.0,456.0,1602.48
43.0,456.0,1602.48
44.0,448.0,1609.03
45.0,428.6,1598.84
46.0,427.2,1598.18
47.0,427.2,1598.18
48.0,427.2,1598.18
49.0,427.2,1598.18
50.0,421.2,1601.82
51.0,401.4,1631.17
52.0,398.6,1627.85
53.0,398.6,1616.72
54.0,398.6,1616.72
55.0,383.4,1627.43
56.0,383.4,1627.43
57.0,382.0,1640.56
58.0,382.0,1627.54
59.0,378.6,1654.57
60.0,370.6,1626.1
61.0,370.6,1626.1
62.0,366.6,1613.78
63.0,366.6,1613.78
64.0,360.6,1622.28
65.0,360.6,1633.74
66.0,360.6,1633.74
67.0,359.2,1630.4
68.0,359.2,1634.81
69.0,359.2,1634.81
70.0,359.2,1632.44
71.0,359.2,1642.11
72.0,359.2,1642.11
73.0,359.2,1642.11
74.0,359.2,1633.73
75.0,359.2,1633.73
76.0,359.2,1633.73
77.0,359.2,1633.73
78.0,359.2,1633.73
