世代,ペナルティ関数値,総移動コスト
1.0,454.0,1077.0
2.0,390.0,1471.33
3.0,354.0,1467.33
4.0,344.0,1469.04
5.0,299.0,1471.25
6.0,275.0,1468.16
7.0,268.0,1470.47
8.0,268.0,1466.49
9.0,262.0,1485.46
10.0,259.0,1465.38
11.0,259.0,1465.38
12.0,249.0,1478.15
13.0,240.0,1470.68
14.0,219.0,1478.56
15.0,219.0,1478.56
16.0,218.0,1489.92
17.0,214.0,1496.74
18.0,212.0,1483.53
19.0,200.0,1498.86
20.0,200.0,1498.86
21.0,200.0,1498.86
22.0,200.0,1498.86
23.0,200.0,1498.86
24.0,200.0,1498.86
25.0,200.0,1498.86
26.0,200.0,1498.86
27.0,200.0,1498.86
28.0,200.0,1498.86
29.0,200.0,1498.86
30.0,200.0,1498.86
