世代,ペナルティ関数値,総移動コスト
1.0,645.58,1409.0
2.0,645.58,1409.0
3.0,645.58,1409.0
4.0,645.58,1409.0
5.0,634.84,1519.14
6.0,548.84,1517.25
7.0,548.84,1517.25
8.0,548.84,1517.67
9.0,530.84,1526.05
10.0,530.84,1526.05
11.0,530.84,1526.05
12.0,512.21,1567.12
13.0,470.21,1554.75
14.0,470.21,1554.75
15.0,470.21,1554.75
16.0,470.21,1554.75
17.0,470.21,1554.75
18.0,420.21,1562.3
19.0,420.21,1562.3
20.0,420.21,1562.3
21.0,420.21,1562.3
22.0,410.21,1566.75
23.0,405.58,1566.33
24.0,402.21,1573.62
25.0,399.58,1581.14
26.0,397.58,1572.39
27.0,396.95,1585.36
28.0,396.95,1585.36
29.0,396.95,1572.45
30.0,396.95,1593.49
31.0,396.95,1593.49
32.0,394.95,1570.44
33.0,394.95,1570.44
34.0,394.32,1587.96
35.0,394.32,1581.35
36.0,393.68,1593.09
37.0,393.68,1601.16
38.0,376.32,1596.41
39.0,376.32,1608.18
40.0,376.32,1602.72
41.0,375.68,1607.8
42.0,365.05,1613.4
43.0,364.42,1611.56
44.0,364.42,1611.56
45.0,357.05,1613.43
46.0,346.42,1618.23
47.0,346.42,1618.23
48.0,324.42,1619.36
49.0,324.42,1619.36
50.0,323.05,1639.16
51.0,323.05,1639.16
52.0,323.05,1639.16
53.0,323.05,1639.16
54.0,323.05,1639.16
55.0,323.05,1642.54
56.0,323.05,1642.54
57.0,323.05,1642.54
58.0,323.05,1642.54
59.0,323.05,1642.54
60.0,323.05,1666.67
61.0,323.05,1666.67
