世代,ペナルティ関数値,総移動コスト
1.0,633.41,1150.0
2.0,570.47,1477.94
3.0,544.47,1430.68
4.0,544.47,1430.68
5.0,494.47,1433.34
6.0,474.35,1409.54
7.0,473.53,1445.47
8.0,419.53,1435.09
9.0,399.41,1411.2
10.0,359.29,1403.15
11.0,317.53,1445.65
12.0,300.47,1447.14
13.0,293.53,1475.44
14.0,283.53,1471.44
15.0,268.47,1445.35
16.0,253.53,1469.51
17.0,253.53,1469.51
18.0,250.47,1477.36
19.0,249.41,1456.83
20.0,249.41,1456.83
21.0,246.35,1476.32
22.0,246.35,1476.32
23.0,246.35,1475.07
24.0,240.35,1491.6
25.0,240.35,1469.46
26.0,240.35,1469.46
27.0,240.35,1469.46
28.0,238.35,1475.76
29.0,238.35,1475.76
30.0,238.35,1475.76
31.0,235.41,1476.1
32.0,235.41,1510.22
33.0,235.41,1490.71
34.0,235.41,1490.71
35.0,235.41,1492.71
36.0,235.41,1492.71
37.0,235.41,1492.71
38.0,235.41,1492.71
39.0,235.41,1492.71
40.0,235.41,1492.71
41.0,235.41,1492.71
42.0,235.41,1492.71
