x,y,d
0.0,0.0,0.0
1.0,106.0,13.0
2.0,106.0,122.0
3.0,115.0,30.0
4.0,123.0,3.0
5.0,113.0,5.0
6.0,125.0,422.0
7.0,105.0,13.0
8.0,107.0,22.0
9.0,111.0,173.0
10.0,125.0,41.0
11.0,118.0,8.0
12.0,114.0,8.0
13.0,113.0,110.0
14.0,109.0,198.0
15.0,112.0,384.0
16.0,106.0,193.0
17.0,123.0,238.0
18.0,126.0,265.0
19.0,-33.0,3.0
20.0,-38.0,469.0
21.0,-44.0,7.0
22.0,-36.0,6.0
23.0,-39.0,108.0
24.0,-31.0,10.0
25.0,-27.0,40.0
26.0,-22.0,635.0
27.0,-44.0,49.0
28.0,-23.0,149.0
29.0,-41.0,403.0
30.0,-27.0,42.0
31.0,-35.0,70.0
32.0,-41.0,201.0
33.0,-36.0,66.0
34.0,-38.0,526.0
35.0,-23.0,6.0
36.0,-41.0,279.0
37.0,-24.0,160.0
38.0,-26.0,3.0
39.0,85.0,4.0
40.0,69.0,105.0
41.0,88.0,46.0
42.0,74.0,474.0
43.0,89.0,7.0
44.0,81.0,7.0
45.0,80.0,99.0
46.0,84.0,126.0
47.0,69.0,119.0
48.0,85.0,46.0
49.0,89.0,273.0
50.0,86.0,91.0
51.0,87.0,294.0
52.0,14.0,4.0
53.0,4.0,81.0
54.0,7.0,285.0
55.0,2.0,90.0
56.0,-1.0,462.0
57.0,3.0,65.0
58.0,10.0,6.0
59.0,11.0,4.0
60.0,5.0,529.0
61.0,-1.0,165.0
62.0,0.0,4.0
63.0,1.0,394.0
64.0,3.0,3.0
65.0,-3.0,60.0
66.0,8.0,899.0
67.0,21.0,169.0
68.0,-5.0,10.0
69.0,8.0,47.0
70.0,3.0,37.0
71.0,4.0,23.0
72.0,7.0,25.0
73.0,-3.0,444.0
74.0,-6.0,3.0
75.0,13.0,99.0
76.0,90.0,58.0
77.0,96.0,7.0
78.0,97.0,11.0
79.0,100.0,15.0
80.0,101.0,381.0
81.0,96.0,7.0
82.0,103.0,39.0
83.0,103.0,502.0
84.0,100.0,115.0
85.0,106.0,85.0
86.0,96.0,3.0
87.0,97.0,136.0
88.0,98.0,111.0
89.0,95.0,66.0
90.0,104.0,50.0
91.0,95.0,252.0
92.0,106.0,4.0
93.0,102.0,119.0
94.0,87.0,746.0
95.0,78.0,6.0
96.0,86.0,51.0
97.0,78.0,322.0
98.0,67.0,1023.0
99.0,59.0,5.0
100.0,66.0,10.0
101.0,59.0,153.0
102.0,70.0,29.0
103.0,62.0,13.0
104.0,57.0,3.0
105.0,70.0,4.0
106.0,55.0,70.0
107.0,51.0,9.0
108.0,54.0,147.0
109.0,68.0,3.0
110.0,53.0,10.0
111.0,65.0,4.0
112.0,62.0,439.0
113.0,52.0,14.0
114.0,-28.0,729.0
115.0,-26.0,29.0
116.0,-28.0,3.0
117.0,-18.0,98.0
118.0,-24.0,113.0
119.0,-15.0,122.0
120.0,-33.0,11.0
121.0,-28.0,90.0
122.0,-23.0,789.0
123.0,-20.0,6.0
124.0,-29.0,179.0
125.0,-29.0,3.0
126.0,-27.0,3.0
127.0,-13.0,21.0
128.0,-29.0,869.0
129.0,-17.0,246.0
130.0,-4.0,10.0
131.0,-6.0,36.0
132.0,-7.0,14.0
133.0,-15.0,134.0
134.0,-3.0,175.0
135.0,-13.0,32.0
136.0,-20.0,20.0
137.0,-2.0,212.0
138.0,88.0,45.0
139.0,100.0,173.0
140.0,98.0,240.0
141.0,110.0,16.0
142.0,111.0,27.0
143.0,111.0,61.0
144.0,105.0,203.0
145.0,98.0,5.0
146.0,91.0,369.0
147.0,97.0,81.0
148.0,111.0,128.0
149.0,107.0,406.0
150.0,92.0,32.0
