x,y,d
0.0,0.0,0.0
3.0,1.0,300.0
3.0,3.0,300.0
1.0,3.0,300.0
-1.0,3.0,300.0
-3.0,3.0,300.0
-3.0,1.0,300.0
-3.0,-1.0,300.0
-3.0,-3.0,300.0
-1.0,-3.0,300.0
1.0,-3.0,300.0
3.0,-3.0,300.0
3.0,-1.0,300.0
5.0,1.0,180.0
5.0,3.0,180.0
5.0,5.0,180.0
3.0,5.0,180.0
1.0,5.0,180.0
-1.0,5.0,180.0
-3.0,5.0,180.0
-5.0,5.0,180.0
-5.0,3.0,180.0
-5.0,1.0,180.0
-5.0,-1.0,180.0
-5.0,-3.0,180.0
-5.0,-5.0,180.0
-3.0,-5.0,180.0
-1.0,-5.0,180.0
1.0,-5.0,180.0
3.0,-5.0,180.0
5.0,-5.0,180.0
5.0,-3.0,180.0
5.0,-1.0,180.0
7.0,1.0,128.0
7.0,3.0,128.0
7.0,5.0,128.0
7.0,7.0,128.0
5.0,7.0,128.0
3.0,7.0,128.0
1.0,7.0,128.0
-1.0,7.0,128.0
-3.0,7.0,128.0
-5.0,7.0,128.0
-7.0,7.0,128.0
-7.0,5.0,128.0
-7.0,3.0,128.0
-7.0,1.0,128.0
-7.0,-1.0,128.0
-7.0,-3.0,128.0
-7.0,-5.0,128.0
-7.0,-7.0,128.0
-5.0,-7.0,128.0
-3.0,-7.0,128.0
-1.0,-7.0,128.0
1.0,-7.0,128.0
3.0,-7.0,128.0
5.0,-7.0,128.0
7.0,-7.0,128.0
7.0,-5.0,128.0
7.0,-3.0,128.0
7.0,-1.0,128.0
9.0,1.0,100.0
9.0,3.0,100.0
9.0,5.0,100.0
9.0,7.0,100.0
9.0,9.0,100.0
7.0,9.0,100.0
5.0,9.0,100.0
3.0,9.0,100.0
1.0,9.0,100.0
-1.0,9.0,100.0
-3.0,9.0,100.0
-5.0,9.0,100.0
-7.0,9.0,100.0
-9.0,9.0,100.0
-9.0,7.0,100.0
-9.0,5.0,100.0
-9.0,3.0,100.0
-9.0,1.0,100.0
-9.0,-1.0,100.0
-9.0,-3.0,100.0
-9.0,-5.0,100.0
-9.0,-7.0,100.0
-9.0,-9.0,100.0
-7.0,-9.0,100.0
-5.0,-9.0,100.0
-3.0,-9.0,100.0
-1.0,-9.0,100.0
1.0,-9.0,100.0
3.0,-9.0,100.0
5.0,-9.0,100.0
7.0,-9.0,100.0
9.0,-9.0,100.0
9.0,-7.0,100.0
9.0,-5.0,100.0
9.0,-3.0,100.0
9.0,-1.0,100.0
11.0,1.0,81.0
11.0,3.0,81.0
11.0,5.0,81.0
11.0,7.0,81.0
11.0,9.0,81.0
11.0,11.0,81.0
9.0,11.0,81.0
7.0,11.0,81.0
5.0,11.0,81.0
3.0,11.0,81.0
1.0,11.0,81.0
-1.0,11.0,81.0
-3.0,11.0,81.0
-5.0,11.0,81.0
-7.0,11.0,81.0
-9.0,11.0,81.0
-11.0,11.0,81.0
-11.0,9.0,81.0
-11.0,7.0,81.0
-11.0,5.0,81.0
-11.0,3.0,81.0
-11.0,1.0,81.0
-11.0,-1.0,81.0
-11.0,-3.0,81.0
-11.0,-5.0,81.0
-11.0,-7.0,81.0
-11.0,-9.0,81.0
-11.0,-11.0,81.0
-9.0,-11.0,81.0
-7.0,-11.0,81.0
-5.0,-11.0,81.0
-3.0,-11.0,81.0
-1.0,-11.0,81.0
1.0,-11.0,81.0
3.0,-11.0,81.0
5.0,-11.0,81.0
7.0,-11.0,81.0
9.0,-11.0,81.0
11.0,-11.0,81.0
11.0,-9.0,81.0
11.0,-7.0,81.0
11.0,-5.0,81.0
11.0,-3.0,81.0
11.0,-1.0,81.0
13.0,1.0,69.0
13.0,3.0,69.0
13.0,5.0,69.0
13.0,7.0,69.0
13.0,9.0,69.0
13.0,11.0,69.0
13.0,13.0,69.0
11.0,13.0,69.0
9.0,13.0,69.0
7.0,13.0,69.0
5.0,13.0,69.0
3.0,13.0,69.0
1.0,13.0,69.0
-1.0,13.0,69.0
-3.0,13.0,69.0
-5.0,13.0,69.0
-7.0,13.0,69.0
-9.0,13.0,69.0
-11.0,13.0,69.0
-13.0,13.0,69.0
-13.0,11.0,69.0
-13.0,9.0,69.0
-13.0,7.0,69.0
-13.0,5.0,69.0
-13.0,3.0,69.0
-13.0,1.0,69.0
-13.0,-1.0,69.0
-13.0,-3.0,69.0
-13.0,-5.0,69.0
-13.0,-7.0,69.0
-13.0,-9.0,69.0
-13.0,-11.0,69.0
-13.0,-13.0,69.0
-11.0,-13.0,69.0
-9.0,-13.0,69.0
-7.0,-13.0,69.0
-5.0,-13.0,69.0
-3.0,-13.0,69.0
-1.0,-13.0,69.0
1.0,-13.0,69.0
3.0,-13.0,69.0
5.0,-13.0,69.0
7.0,-13.0,69.0
9.0,-13.0,69.0
11.0,-13.0,69.0
13.0,-13.0,69.0
13.0,-11.0,69.0
13.0,-9.0,69.0
13.0,-7.0,69.0
