x,y,d
0.0,0.0,0.0
5.7735,0.0,40.0
2.8867,5.0,40.0
-2.8868,5.0,40.0
-5.7735,0.0,40.0
-2.8867,-5.0,40.0
2.8868,-5.0,40.0
8.6603,5.0,40.0
0.0,10.0,40.0
-8.6603,5.0,40.0
-8.6603,-5.0,40.0
0.0,-10.0,40.0
8.6603,-5.0,40.0
5.3405,0.75,10.0
3.3198,4.25,10.0
6.4952,-1.25,10.0
7.2169,-2.5,20.0
7.9386,-3.75,10.0
6.4952,1.25,10.0
7.2169,2.5,20.0
7.9386,3.75,10.0
2.0207,5.0,10.0
-2.0207,5.0,10.0
4.3301,5.0,10.0
5.7735,5.0,20.0
7.2169,5.0,10.0
2.1651,6.25,10.0
1.4434,7.5,20.0
0.7217,8.75,10.0
-3.3198,4.25,10.0
-5.3405,0.75,10.0
-2.1651,6.25,10.0
-1.4434,7.5,20.0
-0.7217,8.75,10.0
-4.3301,5.0,10.0
-5.7735,5.0,20.0
-7.2169,5.0,10.0
-5.3405,-0.75,10.0
-3.3198,-4.25,10.0
-6.4952,1.25,10.0
-7.2169,2.5,20.0
-7.9386,3.75,10.0
-6.4952,-1.25,10.0
-7.2169,-2.5,20.0
-7.9386,-3.75,10.0
-2.0207,-5.0,10.0
2.0207,-5.0,10.0
-4.3301,-5.0,10.0
-5.7735,-5.0,20.0
-7.2169,-5.0,10.0
-2.1651,-6.25,10.0
-1.4434,-7.5,20.0
-0.7217,-8.75,10.0
3.3198,-4.25,10.0
5.3405,-0.75,10.0
2.1651,-6.25,10.0
1.4434,-7.5,20.0
0.7217,-8.75,10.0
4.3301,-5.0,10.0
5.7735,-5.0,20.0
7.2169,-5.0,10.0
7.2169,0.0,40.0
3.6084,6.25,40.0
-3.6084,6.25,40.0
-7.2169,0.0,40.0
-3.6084,-6.25,40.0
3.6084,-6.25,40.0
10.8253,6.25,40.0
0.0,12.5,40.0
-10.8253,6.25,40.0
-10.8253,-6.25,40.0
0.0,-12.5,40.0
10.8253,-6.25,40.0
6.6756,0.9375,10.0
4.1497,5.3125,10.0
8.119,-1.5625,10.0
9.0211,-3.125,20.0
9.9232,-4.6875,10.0
8.119,1.5625,10.0
9.0211,3.125,20.0
9.9232,4.6875,10.0
2.5259,6.25,10.0
-2.5259,6.25,10.0
5.4127,6.25,10.0
7.2169,6.25,20.0
9.0211,6.25,10.0
2.7063,7.8125,10.0
