x,y,d
0.0,0.0,0.0
30.0,0.0,10.0
29.5442,5.2094,30.0
28.1908,10.2606,30.0
25.9808,15.0,10.0
22.9813,19.2836,10.0
19.2836,22.9813,30.0
15.0,25.9808,30.0
10.2606,28.1908,10.0
5.2094,29.5442,10.0
0.0,30.0,30.0
-5.2094,29.5442,30.0
-10.2606,28.1908,10.0
-15.0,25.9808,10.0
-19.2836,22.9813,30.0
-22.9813,19.2836,30.0
-25.9808,15.0,10.0
-28.1908,10.2606,10.0
-29.5442,5.2094,30.0
-30.0,0.0,30.0
-29.5442,-5.2094,10.0
-28.1908,-10.2606,10.0
-25.9808,-15.0,30.0
-22.9813,-19.2836,30.0
-19.2836,-22.9813,10.0
-15.0,-25.9808,10.0
-10.2606,-28.1908,30.0
-5.2094,-29.5442,30.0
0.0,-30.0,10.0
5.2094,-29.5442,10.0
10.2606,-28.1908,30.0
15.0,-25.9808,30.0
19.2836,-22.9813,10.0
22.9813,-19.2836,10.0
25.9808,-15.0,30.0
28.1908,-10.2606,30.0
29.5442,-5.2094,10.0
60.0,0.0,10.0
59.0885,10.4189,30.0
56.3816,20.5212,30.0
51.9615,30.0,10.0
45.9627,38.5673,10.0
38.5673,45.9627,30.0
30.0,51.9615,30.0
20.5212,56.3816,10.0
10.4189,59.0885,10.0
0.0,60.0,30.0
-10.4189,59.0885,30.0
-20.5212,56.3816,10.0
-30.0,51.9615,10.0
-38.5673,45.9627,30.0
-45.9627,38.5673,30.0
-51.9615,30.0,10.0
-56.3816,20.5212,10.0
-59.0885,10.4189,30.0
-60.0,0.0,30.0
-59.0885,-10.4189,10.0
-56.3816,-20.5212,10.0
-51.9615,-30.0,30.0
-45.9627,-38.5673,30.0
-38.5673,-45.9627,10.0
-30.0,-51.9615,10.0
-20.5212,-56.3816,30.0
-10.4189,-59.0885,30.0
0.0,-60.0,10.0
10.4189,-59.0885,10.0
20.5212,-56.3816,30.0
30.0,-51.9615,30.0
38.5673,-45.9627,10.0
45.9627,-38.5672,10.0
51.9615,-30.0,30.0
56.3816,-20.5212,30.0
59.0885,-10.4189,10.0
90.0,0.0,10.0
88.6327,15.6283,30.0
84.5723,30.7818,30.0
77.9423,45.0,10.0
68.944,57.8509,10.0
57.8509,68.944,30.0
45.0,77.9423,30.0
30.7818,84.5723,10.0
15.6283,88.6327,10.0
0.0,90.0,30.0
-15.6283,88.6327,30.0
-30.7818,84.5723,10.0
-45.0,77.9423,10.0
-57.8509,68.944,30.0
-68.944,57.8509,30.0
-77.9423,45.0,10.0
-84.5723,30.7818,10.0
-88.6327,15.6283,30.0
-90.0,0.0,30.0
-88.6327,-15.6283,10.0
-84.5723,-30.7818,10.0
-77.9423,-45.0,30.0
-68.944,-57.8509,30.0
-57.8509,-68.944,10.0
-45.0,-77.9423,10.0
-30.7818,-84.5723,30.0
-15.6283,-88.6327,30.0
0.0,-90.0,10.0
15.6283,-88.6327,10.0
30.7818,-84.5723,30.0
45.0,-77.9423,30.0
57.8509,-68.944,10.0
68.944,-57.8509,10.0
77.9423,-45.0,30.0
84.5723,-30.7818,30.0
88.6327,-15.6283,10.0
120.0,0.0,10.0
118.1769,20.8378,30.0
112.7631,41.0424,30.0
103.923,60.0,10.0
91.9253,77.1345,10.0
77.1345,91.9253,30.0
60.0,103.923,30.0
41.0424,112.7631,10.0
20.8378,118.1769,10.0
0.0,120.0,30.0
-20.8378,118.1769,30.0
-41.0424,112.7631,10.0
-60.0,103.923,10.0
-77.1345,91.9253,30.0
-91.9253,77.1345,30.0
-103.923,60.0,10.0
-112.7631,41.0424,10.0
-118.1769,20.8378,30.0
-120.0,0.0,30.0
-118.1769,-20.8378,10.0
-112.7631,-41.0424,10.0
