x,y,d
0.0,0.0,0.0
30.0,0.0,10.0
29.6306,4.693,30.0
28.5317,9.2705,30.0
26.7302,13.6197,10.0
24.2705,17.6336,10.0
21.2132,21.2132,30.0
17.6336,24.2705,30.0
13.6197,26.7302,10.0
9.2705,28.5317,10.0
4.693,29.6306,30.0
0.0,30.0,30.0
-4.693,29.6306,10.0
-9.2705,28.5317,10.0
-13.6197,26.7302,30.0
-17.6336,24.2705,30.0
-21.2132,21.2132,10.0
-24.2705,17.6336,10.0
-26.7302,13.6197,30.0
-28.5317,9.2705,30.0
-29.6307,4.693,10.0
-30.0,0.0,10.0
-29.6306,-4.693,30.0
-28.5317,-9.2705,30.0
-26.7302,-13.6197,10.0
-24.2705,-17.6336,10.0
-21.2132,-21.2132,30.0
-17.6336,-24.2705,30.0
-13.6197,-26.7302,10.0
-9.2705,-28.5317,10.0
-4.693,-29.6307,30.0
0.0,-30.0,30.0
4.693,-29.6306,10.0
9.2705,-28.5317,10.0
13.6197,-26.7302,30.0
17.6336,-24.2705,30.0
21.2132,-21.2132,10.0
24.2705,-17.6336,10.0
26.7302,-13.6197,30.0
28.5317,-9.2705,30.0
29.6307,-4.693,10.0
60.0,0.0,10.0
59.2613,9.3861,30.0
57.0634,18.541,30.0
53.4604,27.2394,10.0
48.541,35.2671,10.0
42.4264,42.4264,30.0
35.2671,48.541,30.0
27.2394,53.4604,10.0
18.541,57.0634,10.0
9.3861,59.2613,30.0
0.0,60.0,30.0
-9.3861,59.2613,10.0
-18.541,57.0634,10.0
-27.2394,53.4604,30.0
-35.2671,48.541,30.0
-42.4264,42.4264,10.0
-48.541,35.2671,10.0
-53.4604,27.2394,30.0
-57.0634,18.541,30.0
-59.2613,9.3861,10.0
-60.0,0.0,10.0
-59.2613,-9.3861,30.0
-57.0634,-18.541,30.0
-53.4604,-27.2394,10.0
-48.541,-35.2671,10.0
-42.4264,-42.4264,30.0
-35.2671,-48.541,30.0
-27.2394,-53.4604,10.0
-18.541,-57.0634,10.0
-9.3861,-59.2613,30.0
0.0,-60.0,30.0
9.3861,-59.2613,10.0
18.541,-57.0634,10.0
27.2394,-53.4604,30.0
35.2671,-48.541,30.0
42.4264,-42.4264,10.0
48.541,-35.2671,10.0
53.4604,-27.2394,30.0
57.0634,-18.541,30.0
59.2613,-9.3861,10.0
90.0,0.0,10.0
88.892,14.0791,30.0
85.5951,27.8115,30.0
80.1906,40.8591,10.0
72.8115,52.9007,10.0
63.6396,63.6396,30.0
52.9007,72.8115,30.0
40.8591,80.1906,10.0
27.8115,85.5951,10.0
14.0791,88.892,30.0
0.0,90.0,30.0
-14.0791,88.892,10.0
-27.8115,85.5951,10.0
-40.8591,80.1906,30.0
-52.9007,72.8115,30.0
-63.6396,63.6396,10.0
-72.8115,52.9007,10.0
-80.1906,40.8591,30.0
-85.5951,27.8115,30.0
-88.892,14.0791,10.0
-90.0,0.0,10.0
-88.892,-14.0791,30.0
-85.5951,-27.8115,30.0
-80.1906,-40.8592,10.0
-72.8115,-52.9007,10.0
-63.6396,-63.6396,30.0
-52.9007,-72.8115,30.0
-40.8591,-80.1906,10.0
-27.8115,-85.5951,10.0
-14.0791,-88.892,30.0
0.0,-90.0,30.0
14.0791,-88.892,10.0
27.8115,-85.5951,10.0
40.8592,-80.1906,30.0
52.9007,-72.8115,30.0
63.6396,-63.6396,10.0
72.8115,-52.9007,10.0
80.1906,-40.8591,30.0
85.5951,-27.8115,30.0
88.892,-14.0791,10.0
120.0,0.0,10.0
118.5226,18.7721,30.0
114.1268,37.082,30.0
106.9208,54.4789,10.0
97.082,70.5342,10.0
84.8528,84.8528,30.0
70.5342,97.082,30.0
54.4789,106.9208,10.0
