x,y,d
0.0,-19.0,0.0
-1.0,-18.0,300.0
1.0,-18.0,300.0
-2.0,-17.0,180.0
0.0,-17.0,300.0
2.0,-17.0,180.0
-3.0,-16.0,128.0
-1.0,-16.0,180.0
1.0,-16.0,180.0
3.0,-16.0,128.0
-4.0,-15.0,100.0
-2.0,-15.0,128.0
0.0,-15.0,180.0
2.0,-15.0,128.0
4.0,-15.0,100.0
-5.0,-14.0,81.0
-3.0,-14.0,100.0
-1.0,-14.0,128.0
1.0,-14.0,128.0
3.0,-14.0,100.0
5.0,-14.0,81.0
-6.0,-13.0,69.0
-4.0,-13.0,81.0
-2.0,-13.0,100.0
0.0,-13.0,128.0
2.0,-13.0,100.0
4.0,-13.0,81.0
6.0,-13.0,69.0
-7.0,-12.0,60.0
-5.0,-12.0,69.0
-3.0,-12.0,81.0
-1.0,-12.0,100.0
1.0,-12.0,100.0
3.0,-12.0,81.0
5.0,-12.0,69.0
7.0,-12.0,60.0
-8.0,-11.0,52.0
-6.0,-11.0,60.0
-4.0,-11.0,69.0
-2.0,-11.0,81.0
0.0,-11.0,100.0
2.0,-11.0,81.0
4.0,-11.0,69.0
6.0,-11.0,60.0
8.0,-11.0,52.0
-9.0,-10.0,47.0
-7.0,-10.0,52.0
-5.0,-10.0,60.0
-3.0,-10.0,69.0
-1.0,-10.0,81.0
1.0,-10.0,81.0
3.0,-10.0,69.0
5.0,-10.0,60.0
7.0,-10.0,52.0
9.0,-10.0,47.0
-10.0,-9.0,42.0
-8.0,-9.0,47.0
-6.0,-9.0,52.0
-4.0,-9.0,60.0
-2.0,-9.0,69.0
0.0,-9.0,81.0
2.0,-9.0,69.0
4.0,-9.0,60.0
6.0,-9.0,52.0
8.0,-9.0,47.0
10.0,-9.0,42.0
-11.0,-8.0,39.0
-9.0,-8.0,42.0
-7.0,-8.0,47.0
-5.0,-8.0,52.0
-3.0,-8.0,60.0
-1.0,-8.0,69.0
1.0,-8.0,69.0
3.0,-8.0,60.0
5.0,-8.0,52.0
7.0,-8.0,47.0
9.0,-8.0,42.0
11.0,-8.0,39.0
-12.0,-7.0,36.0
-10.0,-7.0,39.0
-8.0,-7.0,42.0
-6.0,-7.0,47.0
-4.0,-7.0,52.0
-2.0,-7.0,60.0
0.0,-7.0,69.0
2.0,-7.0,60.0
4.0,-7.0,52.0
6.0,-7.0,47.0
8.0,-7.0,42.0
10.0,-7.0,39.0
12.0,-7.0,36.0
-13.0,-6.0,33.0
-11.0,-6.0,36.0
-9.0,-6.0,39.0
-7.0,-6.0,42.0
-5.0,-6.0,47.0
-3.0,-6.0,52.0
-1.0,-6.0,60.0
1.0,-6.0,60.0
3.0,-6.0,52.0
5.0,-6.0,47.0
7.0,-6.0,42.0
9.0,-6.0,39.0
11.0,-6.0,36.0
13.0,-6.0,33.0
-14.0,-5.0,31.0
-12.0,-5.0,33.0
-10.0,-5.0,36.0
-8.0,-5.0,39.0
-6.0,-5.0,42.0
-4.0,-5.0,47.0
-2.0,-5.0,52.0
0.0,-5.0,60.0
2.0,-5.0,52.0
4.0,-5.0,47.0
6.0,-5.0,42.0
8.0,-5.0,39.0
10.0,-5.0,36.0
12.0,-5.0,33.0
14.0,-5.0,31.0
-15.0,-4.0,29.0
-13.0,-4.0,31.0
-11.0,-4.0,33.0
-9.0,-4.0,36.0
-7.0,-4.0,39.0
-5.0,-4.0,42.0
-3.0,-4.0,47.0
-1.0,-4.0,52.0
1.0,-4.0,52.0
3.0,-4.0,47.0
5.0,-4.0,42.0
7.0,-4.0,39.0
9.0,-4.0,36.0
11.0,-4.0,33.0
13.0,-4.0,31.0
15.0,-4.0,29.0
-16.0,-3.0,27.0
-14.0,-3.0,29.0
-12.0,-3.0,31.0
-10.0,-3.0,33.0
-8.0,-3.0,36.0
-6.0,-3.0,39.0
-4.0,-3.0,42.0
-2.0,-3.0,47.0
0.0,-3.0,52.0
2.0,-3.0,47.0
4.0,-3.0,42.0
6.0,-3.0,39.0
8.0,-3.0,36.0
10.0,-3.0,33.0
12.0,-3.0,31.0
14.0,-3.0,29.0
16.0,-3.0,27.0
-17.0,-2.0,25.0
-15.0,-2.0,27.0
-13.0,-2.0,29.0
-11.0,-2.0,31.0
-9.0,-2.0,33.0
-7.0,-2.0,36.0
-5.0,-2.0,39.0
-3.0,-2.0,42.0
-1.0,-2.0,47.0
1.0,-2.0,47.0
3.0,-2.0,42.0
5.0,-2.0,39.0
7.0,-2.0,36.0
9.0,-2.0,33.0
11.0,-2.0,31.0
13.0,-2.0,29.0
15.0,-2.0,27.0
17.0,-2.0,25.0
-18.0,-1.0,24.0
-16.0,-1.0,25.0
-14.0,-1.0,27.0
-12.0,-1.0,29.0
-10.0,-1.0,31.0
-8.0,-1.0,33.0
-6.0,-1.0,36.0
-4.0,-1.0,39.0
-2.0,-1.0,42.0
0.0,-1.0,47.0
2.0,-1.0,42.0
4.0,-1.0,39.0
6.0,-1.0,36.0
8.0,-1.0,33.0
10.0,-1.0,31.0
12.0,-1.0,29.0
14.0,-1.0,27.0
16.0,-1.0,25.0
18.0,-1.0,24.0
-19.0,0.0,23.0
-17.0,0.0,24.0
-15.0,0.0,25.0
-13.0,0.0,27.0
-11.0,0.0,29.0
-9.0,0.0,31.0
-7.0,0.0,33.0
-5.0,0.0,36.0
-3.0,0.0,39.0
-1.0,0.0,42.0
1.0,0.0,42.0
3.0,0.0,39.0
5.0,0.0,36.0
7.0,0.0,33.0
9.0,0.0,31.0
11.0,0.0,29.0
13.0,0.0,27.0
15.0,0.0,25.0
17.0,0.0,24.0
19.0,0.0,23.0
-18.0,1.0,23.0
-16.0,1.0,24.0
-14.0,1.0,25.0
-12.0,1.0,27.0
-10.0,1.0,29.0
-8.0,1.0,31.0
-6.0,1.0,33.0
-4.0,1.0,36.0
-2.0,1.0,39.0
0.0,1.0,42.0
2.0,1.0,39.0
4.0,1.0,36.0
6.0,1.0,33.0
8.0,1.0,31.0
10.0,1.0,29.0
12.0,1.0,27.0
14.0,1.0,25.0
16.0,1.0,24.0
18.0,1.0,23.0
-17.0,2.0,23.0
-15.0,2.0,24.0
-13.0,2.0,25.0
-11.0,2.0,27.0
-9.0,2.0,29.0
-7.0,2.0,31.0
-5.0,2.0,33.0
-3.0,2.0,36.0
-1.0,2.0,39.0
1.0,2.0,39.0
3.0,2.0,36.0
5.0,2.0,33.0
7.0,2.0,31.0
9.0,2.0,29.0
11.0,2.0,27.0
13.0,2.0,25.0
15.0,2.0,24.0
17.0,2.0,23.0
-16.0,3.0,23.0
-14.0,3.0,24.0
-12.0,3.0,25.0
-10.0,3.0,27.0
-8.0,3.0,29.0
-6.0,3.0,31.0
-4.0,3.0,33.0
-2.0,3.0,36.0
0.0,3.0,39.0
2.0,3.0,36.0
4.0,3.0,33.0
6.0,3.0,31.0
8.0,3.0,29.0
10.0,3.0,27.0
12.0,3.0,25.0
14.0,3.0,24.0
16.0,3.0,23.0
-15.0,4.0,23.0
-13.0,4.0,24.0
-11.0,4.0,25.0
-9.0,4.0,27.0
-7.0,4.0,29.0
-5.0,4.0,31.0
-3.0,4.0,33.0
-1.0,4.0,36.0
1.0,4.0,36.0
3.0,4.0,33.0
5.0,4.0,31.0
7.0,4.0,29.0
9.0,4.0,27.0
11.0,4.0,25.0
13.0,4.0,24.0
15.0,4.0,23.0
-14.0,5.0,23.0
-12.0,5.0,24.0
-10.0,5.0,25.0
-8.0,5.0,27.0
-6.0,5.0,29.0
-4.0,5.0,31.0
-2.0,5.0,33.0
0.0,5.0,36.0
2.0,5.0,33.0
4.0,5.0,31.0
6.0,5.0,29.0
8.0,5.0,27.0
10.0,5.0,25.0
12.0,5.0,24.0
14.0,5.0,23.0
-13.0,6.0,23.0
-11.0,6.0,24.0
-9.0,6.0,25.0
-7.0,6.0,27.0
-5.0,6.0,29.0
-3.0,6.0,31.0
-1.0,6.0,33.0
1.0,6.0,33.0
3.0,6.0,31.0
5.0,6.0,29.0
7.0,6.0,27.0
9.0,6.0,25.0
11.0,6.0,24.0
13.0,6.0,23.0
-12.0,7.0,23.0
-10.0,7.0,24.0
-8.0,7.0,25.0
-6.0,7.0,27.0
-4.0,7.0,29.0
-2.0,7.0,31.0
0.0,7.0,33.0
2.0,7.0,31.0
4.0,7.0,29.0
6.0,7.0,27.0
8.0,7.0,25.0
10.0,7.0,24.0
12.0,7.0,23.0
-11.0,8.0,23.0
-9.0,8.0,24.0
-7.0,8.0,25.0
-5.0,8.0,27.0
-3.0,8.0,29.0
-1.0,8.0,31.0
1.0,8.0,31.0
3.0,8.0,29.0
5.0,8.0,27.0
7.0,8.0,25.0
9.0,8.0,24.0
11.0,8.0,23.0
-10.0,9.0,23.0
-8.0,9.0,24.0
-6.0,9.0,25.0
-4.0,9.0,27.0
-2.0,9.0,29.0
0.0,9.0,31.0
2.0,9.0,29.0
4.0,9.0,27.0
6.0,9.0,25.0
8.0,9.0,24.0
10.0,9.0,23.0
-9.0,10.0,23.0
-7.0,10.0,24.0
-5.0,10.0,25.0
-3.0,10.0,27.0
-1.0,10.0,29.0
1.0,10.0,29.0
3.0,10.0,27.0
5.0,10.0,25.0
7.0,10.0,24.0
