世代,ペナルティ関数値,総移動コスト
1.0,509.23,849.0
2.0,447.69,1096.8
3.0,447.69,1096.8
4.0,409.23,1041.15
5.0,409.23,1041.15
6.0,349.23,1096.2
7.0,349.23,1096.2
8.0,349.23,1096.2
9.0,349.23,1096.2
10.0,349.23,1102.31
11.0,349.23,1095.21
12.0,349.23,1095.21
13.0,349.23,1095.21
14.0,349.23,1095.21
15.0,330.77,1098.31
16.0,330.77,1098.31
17.0,329.23,1089.6
18.0,329.23,1082.07
19.0,329.23,1082.07
20.0,329.23,1082.07
21.0,329.23,1091.55
22.0,327.69,1099.63
23.0,327.69,1109.87
24.0,327.69,1109.87
25.0,327.69,1109.87
26.0,327.69,1089.84
27.0,327.69,1089.84
28.0,327.69,1089.84
29.0,327.69,1089.84
30.0,327.69,1089.84
31.0,327.69,1089.84
32.0,327.69,1089.84
33.0,327.69,1089.84
