世代,ペナルティ関数値,総移動コスト
1.0,820.8,1384.0
2.0,820.8,1384.0
3.0,818.2,1568.21
4.0,788.8,1566.42
5.0,788.8,1566.42
6.0,776.2,1562.7
7.0,776.2,1562.7
8.0,776.2,1562.7
9.0,758.8,1580.27
10.0,738.8,1573.28
11.0,726.8,1540.21
12.0,704.8,1538.06
13.0,666.2,1590.18
14.0,666.2,1590.18
15.0,666.2,1590.18
16.0,648.2,1599.26
17.0,632.2,1598.43
18.0,620.8,1601.42
19.0,580.8,1602.55
20.0,560.8,1616.66
21.0,560.8,1616.66
22.0,560.8,1616.66
23.0,560.8,1616.66
24.0,560.8,1616.66
25.0,560.8,1616.66
26.0,560.8,1616.66
27.0,560.8,1616.66
28.0,560.8,1616.66
29.0,560.8,1616.66
30.0,560.8,1616.66
31.0,560.8,1616.66
