世代,ペナルティ関数値,総移動コスト
1.0,633.41,1133.0
2.0,592.47,1482.78
3.0,592.47,1482.78
4.0,581.41,1443.87
5.0,566.47,1506.88
6.0,458.47,1442.78
7.0,458.47,1442.78
8.0,458.47,1442.78
9.0,458.47,1442.78
10.0,449.41,1433.24
11.0,409.41,1444.66
12.0,409.41,1444.66
13.0,392.47,1508.53
14.0,392.47,1508.53
15.0,376.47,1461.61
16.0,369.41,1457.74
17.0,345.41,1500.96
18.0,345.41,1505.85
19.0,334.35,1495.43
20.0,296.47,1499.46
21.0,287.41,1476.74
22.0,287.41,1475.09
23.0,270.47,1478.72
24.0,258.59,1476.61
25.0,257.53,1476.2
26.0,243.41,1490.78
27.0,226.47,1492.76
28.0,226.47,1492.76
29.0,224.47,1503.17
30.0,211.41,1494.44
31.0,211.41,1494.44
32.0,209.41,1515.27
33.0,206.35,1520.71
34.0,204.35,1491.75
35.0,199.29,1516.16
36.0,195.41,1534.57
37.0,195.41,1535.43
38.0,195.41,1522.96
39.0,195.41,1522.96
40.0,195.41,1522.96
41.0,195.41,1522.96
42.0,184.47,1523.51
43.0,184.47,1533.19
44.0,180.47,1558.84
45.0,180.47,1520.66
46.0,180.47,1520.66
47.0,180.47,1520.66
48.0,180.47,1535.68
49.0,174.47,1548.98
50.0,173.53,1555.08
51.0,173.53,1555.08
52.0,173.53,1543.16
53.0,173.53,1534.44
54.0,173.53,1534.44
55.0,172.59,1554.37
56.0,172.59,1554.37
57.0,172.59,1556.51
58.0,172.59,1556.51
59.0,172.59,1542.92
60.0,172.59,1553.05
61.0,172.59,1553.05
62.0,172.59,1541.5
63.0,172.59,1541.5
64.0,172.59,1541.5
65.0,172.59,1541.5
66.0,172.59,1541.5
