世代,ペナルティ関数値,総移動コスト
1.0,358.0,924.0
2.0,328.0,1173.63
3.0,258.0,1131.45
4.0,243.0,1140.47
5.0,243.0,1140.47
6.0,190.0,1142.38
7.0,171.0,1153.85
8.0,171.0,1153.85
9.0,153.0,1153.83
10.0,126.0,1169.61
11.0,126.0,1169.61
12.0,112.0,1166.9
13.0,89.0,1171.19
14.0,85.0,1175.75
15.0,75.0,1171.67
16.0,72.0,1195.67
17.0,59.0,1215.59
18.0,44.0,1209.19
19.0,34.0,1196.02
20.0,28.0,1192.81
21.0,28.0,1192.81
22.0,28.0,1197.62
23.0,25.0,1191.54
24.0,25.0,1191.54
25.0,22.0,1208.08
26.0,22.0,1208.08
27.0,21.0,1236.3
28.0,21.0,1236.3
29.0,19.0,1250.18
30.0,19.0,1248.1
31.0,18.0,1258.82
32.0,18.0,1249.36
33.0,18.0,1249.36
34.0,18.0,1249.36
35.0,16.0,1286.28
36.0,14.0,1306.97
37.0,13.0,1288.5
38.0,13.0,1288.5
39.0,13.0,1311.01
40.0,13.0,1309.19
41.0,13.0,1309.19
42.0,13.0,1270.54
43.0,13.0,1270.54
44.0,13.0,1270.54
45.0,8.0,1300.46
46.0,8.0,1300.46
47.0,8.0,1317.95
48.0,8.0,1317.95
49.0,8.0,1317.95
50.0,8.0,1317.95
51.0,8.0,1317.95
52.0,8.0,1301.84
53.0,8.0,1301.84
54.0,8.0,1301.84
55.0,8.0,1301.84
56.0,8.0,1301.84
