世代,ペナルティ関数値,総移動コスト
1.0,594.0,1122.0
2.0,594.0,1122.0
3.0,582.0,1300.8
4.0,582.0,1300.8
5.0,578.0,1331.0
6.0,506.0,1332.67
7.0,506.0,1332.67
8.0,506.0,1332.67
9.0,506.0,1332.67
10.0,506.0,1332.67
11.0,506.0,1332.76
12.0,482.0,1337.52
13.0,482.0,1337.52
14.0,482.0,1337.52
15.0,390.0,1299.51
16.0,390.0,1299.51
17.0,390.0,1299.51
18.0,390.0,1299.51
19.0,390.0,1299.51
20.0,390.0,1299.51
21.0,390.0,1299.51
22.0,372.0,1303.84
23.0,318.0,1309.25
24.0,318.0,1309.25
25.0,296.0,1314.62
26.0,294.0,1303.66
27.0,294.0,1303.66
28.0,294.0,1303.66
29.0,294.0,1303.66
30.0,292.0,1316.19
31.0,292.0,1316.19
32.0,248.0,1327.19
33.0,240.0,1336.81
34.0,240.0,1336.81
35.0,230.0,1352.81
36.0,230.0,1352.81
37.0,230.0,1352.81
38.0,172.0,1346.5
39.0,172.0,1346.5
40.0,172.0,1346.5
41.0,172.0,1346.5
42.0,150.0,1342.77
43.0,142.0,1344.63
44.0,142.0,1344.63
45.0,142.0,1344.63
46.0,142.0,1344.63
47.0,142.0,1344.63
48.0,142.0,1344.63
49.0,130.0,1355.24
50.0,130.0,1355.24
51.0,128.0,1337.95
52.0,128.0,1337.95
53.0,128.0,1337.95
54.0,128.0,1337.95
55.0,126.0,1342.84
56.0,120.0,1387.45
57.0,120.0,1387.45
58.0,108.0,1375.01
59.0,102.0,1399.34
60.0,94.0,1409.7
61.0,92.0,1411.22
62.0,92.0,1411.22
63.0,92.0,1411.22
64.0,92.0,1411.22
65.0,92.0,1411.22
66.0,88.0,1389.56
67.0,88.0,1389.56
68.0,86.0,1400.0
69.0,86.0,1400.0
70.0,86.0,1400.0
71.0,86.0,1402.72
72.0,84.0,1396.06
73.0,84.0,1396.06
74.0,84.0,1396.06
75.0,84.0,1396.06
76.0,84.0,1396.06
77.0,82.0,1393.2
78.0,82.0,1393.2
79.0,80.0,1417.17
80.0,80.0,1373.27
81.0,80.0,1373.27
82.0,78.0,1429.3
83.0,78.0,1436.47
84.0,78.0,1436.47
85.0,78.0,1405.29
86.0,78.0,1405.29
87.0,78.0,1451.02
88.0,78.0,1451.02
89.0,78.0,1474.12
90.0,74.0,1484.76
91.0,74.0,1484.76
92.0,74.0,1484.76
93.0,74.0,1484.76
94.0,74.0,1484.76
95.0,74.0,1484.76
96.0,74.0,1484.76
97.0,74.0,1484.76
98.0,74.0,1484.76
99.0,72.0,1494.53
100.0,72.0,1494.53
