世代,ペナルティ関数値,総移動コスト
1.0,393.08,910.0
2.0,385.08,1016.51
3.0,315.23,972.53
4.0,315.23,972.53
5.0,313.08,969.52
6.0,313.08,969.52
7.0,313.08,969.52
8.0,313.08,969.52
9.0,313.08,969.52
10.0,298.92,975.86
11.0,298.92,975.86
12.0,298.92,975.86
13.0,269.08,999.47
14.0,269.08,999.47
15.0,269.08,999.47
16.0,247.08,999.67
17.0,247.08,999.67
18.0,247.08,999.67
19.0,247.08,999.67
20.0,247.08,999.67
21.0,239.08,997.39
22.0,239.08,997.39
23.0,239.08,997.39
24.0,201.08,1003.49
25.0,201.08,1003.49
26.0,201.08,1003.49
27.0,201.08,1003.49
28.0,201.08,1003.49
29.0,201.08,1003.49
30.0,201.08,1003.49
31.0,191.08,1019.4
32.0,185.08,1085.79
33.0,185.08,1085.79
34.0,178.92,1032.62
35.0,177.08,1014.81
36.0,177.08,1014.81
37.0,163.08,1017.52
38.0,153.08,1042.91
39.0,153.08,1042.91
40.0,153.08,1042.91
41.0,153.08,1042.91
42.0,119.08,1033.43
43.0,119.08,1033.43
44.0,119.08,1033.43
45.0,119.08,1033.43
46.0,119.08,1033.43
47.0,119.08,1033.43
48.0,109.08,1041.59
49.0,109.08,1064.79
50.0,108.92,1049.84
51.0,108.92,1049.84
52.0,108.92,1065.59
53.0,97.23,1081.24
54.0,97.23,1069.21
55.0,97.23,1059.46
56.0,97.23,1082.52
57.0,92.92,1049.52
58.0,83.23,1094.32
59.0,83.23,1094.32
60.0,83.23,1082.27
61.0,81.08,1100.13
62.0,69.08,1096.95
63.0,69.08,1096.95
64.0,69.08,1096.95
65.0,69.08,1096.95
66.0,69.08,1096.95
67.0,69.08,1096.95
68.0,69.08,1096.95
69.0,69.08,1096.95
70.0,67.08,1107.09
71.0,67.08,1107.09
72.0,67.08,1107.09
73.0,66.92,1140.46
74.0,66.92,1140.46
75.0,66.92,1140.46
76.0,66.92,1140.46
77.0,66.92,1140.46
78.0,66.92,1140.46
79.0,66.92,1140.46
80.0,66.92,1140.46
81.0,66.92,1140.46
82.0,66.92,1140.46
83.0,65.23,1100.23
84.0,65.23,1100.23
85.0,65.23,1100.23
86.0,65.23,1100.23
87.0,65.08,1164.95
88.0,65.08,1164.95
89.0,65.08,1164.95
90.0,65.08,1164.95
91.0,65.08,1164.95
92.0,64.92,1174.8
93.0,64.92,1174.8
94.0,64.92,1174.8
95.0,64.92,1174.8
96.0,64.92,1174.8
97.0,64.92,1174.8
98.0,64.92,1163.07
99.0,64.92,1163.07
100.0,64.92,1163.07
