世代,ペナルティ関数値,総移動コスト
1.0,456.0,1063.0
2.0,444.0,1465.48
3.0,420.0,1324.23
4.0,396.0,1329.32
5.0,368.0,1527.1
6.0,332.0,1530.38
7.0,332.0,1530.38
8.0,332.0,1530.38
9.0,308.0,1541.76
10.0,308.0,1541.76
11.0,308.0,1541.76
12.0,288.0,1554.42
13.0,288.0,1554.42
14.0,282.0,1542.24
15.0,282.0,1544.72
16.0,275.0,1550.13
17.0,265.0,1552.92
18.0,265.0,1550.32
19.0,265.0,1520.34
20.0,258.0,1543.25
21.0,258.0,1543.25
22.0,258.0,1543.25
23.0,258.0,1543.25
24.0,246.0,1515.64
25.0,246.0,1515.64
26.0,246.0,1515.64
27.0,246.0,1515.64
28.0,246.0,1515.64
29.0,231.0,1531.27
30.0,231.0,1531.27
31.0,231.0,1531.27
32.0,220.0,1527.25
33.0,220.0,1527.25
34.0,220.0,1527.25
35.0,220.0,1527.25
36.0,216.0,1559.08
37.0,216.0,1559.08
38.0,216.0,1559.08
39.0,213.0,1557.8
40.0,209.0,1541.53
41.0,209.0,1541.53
42.0,209.0,1527.71
43.0,183.0,1524.93
44.0,167.0,1552.7
45.0,163.0,1531.25
46.0,146.0,1555.04
47.0,146.0,1555.04
48.0,146.0,1555.04
49.0,146.0,1555.04
50.0,129.0,1544.68
51.0,127.0,1545.18
52.0,127.0,1545.18
53.0,127.0,1545.18
54.0,127.0,1545.18
55.0,127.0,1545.18
56.0,124.0,1579.14
57.0,124.0,1541.19
58.0,124.0,1541.19
59.0,124.0,1541.19
60.0,124.0,1541.19
61.0,124.0,1541.19
62.0,124.0,1541.19
63.0,124.0,1541.19
64.0,124.0,1541.19
65.0,124.0,1541.19
66.0,122.0,1544.19
67.0,122.0,1544.19
68.0,122.0,1544.19
69.0,122.0,1544.19
70.0,121.0,1564.81
71.0,121.0,1564.81
72.0,121.0,1564.81
73.0,121.0,1555.75
74.0,119.0,1548.07
75.0,119.0,1548.07
76.0,118.0,1561.93
77.0,118.0,1561.93
78.0,118.0,1561.93
79.0,118.0,1561.93
80.0,118.0,1561.93
81.0,115.0,1544.39
82.0,115.0,1544.39
83.0,115.0,1544.39
84.0,110.0,1562.73
85.0,110.0,1562.73
86.0,110.0,1562.73
87.0,109.0,1729.76
88.0,109.0,1729.76
89.0,109.0,1729.76
90.0,109.0,1729.76
91.0,109.0,1729.76
92.0,109.0,1729.76
93.0,109.0,1729.76
94.0,109.0,1729.76
95.0,109.0,1729.76
96.0,109.0,1729.76
97.0,109.0,1729.76
98.0,109.0,1729.76
