世代,ペナルティ関数値,総移動コスト
1.0,814.8,1399.0
2.0,763.4,1648.03
3.0,721.4,1640.91
4.0,721.4,1640.91
5.0,721.4,1640.91
6.0,721.4,1640.91
7.0,721.4,1640.91
8.0,721.4,1640.91
9.0,721.4,1640.91
10.0,721.4,1640.91
11.0,712.8,1596.65
12.0,712.8,1596.65
13.0,712.8,1596.65
14.0,704.8,1574.41
15.0,704.8,1574.41
16.0,704.8,1574.41
17.0,691.4,1557.07
18.0,691.4,1557.07
19.0,691.4,1557.07
20.0,680.8,1648.9
21.0,642.8,1653.19
22.0,642.8,1653.19
23.0,642.8,1653.19
24.0,642.8,1653.19
25.0,642.8,1653.19
26.0,642.8,1653.19
27.0,642.8,1653.19
28.0,612.0,1624.34
29.0,612.0,1624.34
30.0,612.0,1624.34
31.0,610.8,1651.03
32.0,610.8,1651.03
33.0,610.8,1651.03
34.0,597.4,1624.69
35.0,597.4,1624.69
36.0,597.4,1624.69
37.0,555.4,1612.83
38.0,555.4,1612.83
39.0,555.4,1634.8
40.0,544.0,1626.05
41.0,502.8,1626.88
42.0,482.8,1635.29
43.0,482.8,1635.29
44.0,482.8,1635.29
45.0,464.0,1618.64
46.0,428.0,1651.47
47.0,428.0,1651.47
48.0,422.8,1629.08
49.0,422.8,1629.08
50.0,365.4,1634.51
51.0,365.4,1634.51
52.0,334.2,1648.02
53.0,334.2,1648.02
54.0,334.2,1648.02
55.0,334.2,1648.02
56.0,334.2,1648.02
57.0,334.2,1648.02
58.0,330.8,1654.19
59.0,330.8,1654.19
60.0,330.8,1654.19
61.0,330.8,1654.19
62.0,330.8,1654.19
63.0,318.2,1639.82
64.0,286.8,1634.6
65.0,286.8,1634.6
66.0,286.8,1634.6
67.0,286.8,1634.6
68.0,286.8,1634.6
69.0,286.8,1649.08
70.0,269.4,1636.36
71.0,267.4,1673.11
72.0,267.4,1673.11
73.0,267.4,1673.11
74.0,250.0,1646.1
75.0,249.4,1652.78
76.0,249.4,1652.78
77.0,241.4,1670.11
78.0,241.4,1670.11
79.0,241.4,1670.11
80.0,239.4,1671.85
81.0,239.4,1671.85
82.0,239.4,1671.85
83.0,238.8,1670.47
84.0,230.6,1711.18
85.0,230.6,1711.18
86.0,230.0,1720.12
87.0,230.0,1720.12
88.0,228.6,1678.43
89.0,222.0,1690.75
90.0,222.0,1690.75
91.0,222.0,1690.75
92.0,220.6,1721.95
93.0,220.6,1721.95
94.0,220.6,1712.86
95.0,220.0,1685.33
96.0,220.0,1685.33
97.0,217.2,1701.25
98.0,216.6,1696.44
99.0,216.6,1696.44
100.0,216.6,1696.44
