世代,ペナルティ関数値,総移動コスト
1.0,470.77,850.0
2.0,470.77,850.0
3.0,449.23,1104.09
4.0,429.23,1074.01
5.0,429.23,1074.01
6.0,410.77,1093.03
7.0,410.77,1100.96
8.0,409.23,1106.33
9.0,390.77,1106.28
10.0,390.77,1109.44
11.0,389.23,1111.24
12.0,389.23,1098.04
13.0,329.23,1106.4
14.0,329.23,1106.4
15.0,329.23,1106.4
16.0,327.69,1108.37
17.0,327.69,1114.43
18.0,327.69,1114.43
19.0,327.69,1114.43
20.0,286.15,1100.51
21.0,286.15,1100.51
22.0,286.15,1115.65
23.0,286.15,1115.65
24.0,286.15,1115.65
25.0,286.15,1109.13
26.0,286.15,1109.13
27.0,286.15,1118.8
28.0,286.15,1118.8
29.0,286.15,1118.8
30.0,286.15,1118.8
31.0,286.15,1118.8
