世代,ペナルティ関数値,総移動コスト
1.0,456.0,1069.0
2.0,408.0,1358.46
3.0,403.0,1388.74
4.0,396.0,1508.91
5.0,394.0,1442.19
6.0,349.0,1453.43
7.0,345.0,1539.14
8.0,345.0,1539.14
9.0,314.0,1444.93
10.0,279.0,1447.2
11.0,254.0,1453.92
12.0,254.0,1453.92
13.0,240.0,1441.29
14.0,240.0,1450.86
15.0,227.0,1455.24
16.0,227.0,1455.24
17.0,226.0,1450.67
18.0,222.0,1465.23
19.0,221.0,1462.67
20.0,221.0,1454.57
21.0,221.0,1454.57
22.0,221.0,1454.57
23.0,221.0,1454.57
24.0,221.0,1454.57
25.0,221.0,1454.57
26.0,221.0,1454.57
27.0,221.0,1454.57
28.0,221.0,1454.57
29.0,221.0,1454.57
30.0,221.0,1454.57
