世代,ペナルティ関数値,総移動コスト
1.0,191.0,580.0
2.0,191.0,580.0
3.0,172.5,710.81
4.0,154.75,706.96
5.0,135.25,727.59
6.0,118.75,727.96
7.0,105.25,764.42
8.0,105.25,764.42
9.0,105.25,778.22
10.0,91.25,782.59
11.0,91.25,782.59
12.0,85.25,752.33
13.0,61.0,776.45
14.0,61.0,776.45
15.0,42.75,795.44
16.0,42.75,795.44
17.0,42.75,795.44
18.0,42.75,795.44
19.0,39.0,802.51
20.0,39.0,802.51
21.0,37.0,796.9
22.0,36.75,788.84
23.0,36.75,788.84
24.0,36.75,788.84
25.0,36.5,833.15
26.0,36.5,804.44
27.0,36.5,790.4
28.0,36.5,790.4
29.0,36.5,790.4
30.0,28.75,798.67
31.0,25.0,792.52
32.0,25.0,792.52
33.0,25.0,792.52
34.0,25.0,808.11
35.0,25.0,795.01
36.0,23.0,809.2
37.0,21.0,818.08
38.0,21.0,818.08
39.0,21.0,818.08
40.0,19.0,854.56
41.0,19.0,854.56
42.0,19.0,854.56
43.0,19.0,854.56
44.0,19.0,854.56
45.0,19.0,854.56
46.0,19.0,854.56
47.0,19.0,854.56
48.0,19.0,854.56
49.0,19.0,854.56
50.0,18.75,880.53
51.0,18.75,887.12
52.0,18.75,887.12
53.0,18.75,887.12
54.0,18.75,875.09
55.0,18.75,875.09
56.0,18.75,875.09
57.0,18.75,884.82
58.0,18.75,884.82
59.0,18.75,884.82
60.0,18.75,884.82
61.0,18.75,884.82
