世代,ペナルティ関数値,総移動コスト
1.0,830.2,1414.0
2.0,830.2,1414.0
3.0,830.2,1414.0
4.0,802.2,1658.96
5.0,774.8,1629.33
6.0,774.8,1629.33
7.0,764.8,1672.43
8.0,756.8,1653.84
9.0,688.8,1663.65
10.0,688.8,1663.65
11.0,688.8,1663.65
12.0,688.8,1663.65
13.0,688.8,1663.65
14.0,688.8,1663.65
15.0,646.2,1626.57
16.0,646.2,1626.57
17.0,646.2,1626.57
18.0,646.2,1626.57
19.0,646.2,1626.57
20.0,646.2,1626.57
21.0,625.6,1631.48
22.0,603.0,1641.4
23.0,603.0,1641.4
24.0,603.0,1641.4
25.0,591.6,1654.3
26.0,547.0,1655.76
27.0,547.0,1655.76
28.0,547.0,1655.76
29.0,547.0,1655.76
30.0,547.0,1655.76
31.0,535.6,1646.33
32.0,535.6,1646.33
33.0,535.6,1646.33
34.0,535.6,1646.33
35.0,474.8,1626.76
36.0,466.2,1636.8
37.0,466.2,1636.8
38.0,466.2,1636.8
39.0,454.2,1638.81
40.0,454.2,1638.81
41.0,453.6,1648.69
42.0,432.2,1622.22
43.0,392.2,1657.11
44.0,392.2,1657.11
45.0,392.2,1657.11
46.0,392.2,1657.11
47.0,392.2,1657.11
48.0,392.2,1657.11
49.0,392.2,1657.11
50.0,386.2,1653.15
51.0,386.2,1653.15
52.0,382.8,1663.65
53.0,369.6,1644.45
54.0,358.2,1640.05
55.0,358.2,1640.05
56.0,358.2,1640.05
57.0,324.8,1644.22
58.0,324.8,1644.22
59.0,319.4,1652.52
60.0,319.4,1652.52
61.0,319.4,1652.52
62.0,319.4,1658.13
63.0,319.4,1658.13
64.0,303.4,1660.49
65.0,299.4,1665.1
66.0,296.0,1691.2
67.0,296.0,1691.2
68.0,273.4,1696.47
69.0,273.4,1696.47
70.0,273.4,1696.47
71.0,273.4,1696.47
72.0,273.4,1696.47
73.0,265.4,1668.98
74.0,265.4,1668.98
75.0,259.4,1694.62
76.0,250.0,1656.36
77.0,238.0,1694.51
78.0,238.0,1694.51
79.0,226.0,1702.86
80.0,212.6,1715.59
81.0,212.6,1715.59
82.0,212.6,1715.59
83.0,212.6,1715.59
84.0,212.6,1715.59
85.0,197.4,1718.1
86.0,197.4,1718.1
87.0,197.4,1718.1
88.0,175.4,1712.24
89.0,175.4,1712.24
90.0,175.4,1712.24
91.0,175.4,1712.24
92.0,172.6,1711.22
93.0,172.6,1711.22
94.0,162.6,1719.44
95.0,162.6,1719.44
96.0,162.6,1719.44
97.0,162.6,1719.44
98.0,162.6,1719.44
99.0,162.6,1719.44
100.0,158.0,1701.4
