世代,ペナルティ関数値,総移動コスト
1.0,505.0,1072.0
2.0,490.0,1584.02
3.0,478.0,1441.81
4.0,466.0,1440.05
5.0,448.0,1444.07
6.0,448.0,1444.07
7.0,426.0,1446.79
8.0,405.0,1446.47
9.0,376.0,1465.98
10.0,368.0,1468.08
11.0,360.0,1461.17
12.0,355.0,1461.52
13.0,331.0,1488.69
14.0,331.0,1488.69
15.0,331.0,1488.69
16.0,331.0,1488.69
17.0,331.0,1488.69
18.0,323.0,1467.41
19.0,323.0,1467.41
20.0,323.0,1467.41
21.0,323.0,1467.41
22.0,323.0,1467.41
23.0,323.0,1467.41
24.0,323.0,1467.41
25.0,323.0,1481.4
26.0,323.0,1481.4
27.0,323.0,1481.4
28.0,323.0,1481.4
29.0,323.0,1481.4
