世代,ペナルティ関数値,総移動コスト
1.0,343.23,906.0
2.0,343.23,906.0
3.0,343.23,906.0
4.0,343.23,906.0
5.0,343.23,906.0
6.0,343.23,906.0
7.0,343.23,906.0
8.0,295.08,1056.71
9.0,295.08,1056.71
10.0,295.08,1056.71
11.0,295.08,1056.71
12.0,281.08,1053.65
13.0,281.08,1053.65
14.0,281.08,1053.65
15.0,274.92,1071.41
16.0,274.92,1071.41
17.0,274.92,1071.41
18.0,273.08,1063.35
19.0,255.08,1070.67
20.0,255.08,1070.67
21.0,234.92,1080.26
22.0,234.92,1080.26
23.0,233.08,1075.6
24.0,225.23,1085.23
25.0,191.23,1084.32
26.0,191.23,1084.32
27.0,191.23,1084.32
28.0,191.23,1084.32
29.0,180.92,1096.21
30.0,167.08,1107.44
31.0,167.08,1107.44
32.0,167.08,1107.44
33.0,153.23,1118.01
34.0,153.23,1118.01
35.0,153.23,1118.01
36.0,153.23,1118.01
37.0,141.08,1099.89
38.0,139.54,1105.87
39.0,137.54,1108.14
40.0,137.54,1108.14
41.0,137.54,1108.14
42.0,129.38,1107.34
43.0,129.38,1107.34
44.0,129.38,1107.34
45.0,129.38,1107.34
46.0,129.38,1132.55
47.0,129.38,1132.55
48.0,129.38,1105.0
49.0,129.38,1105.0
50.0,127.38,1095.05
51.0,127.38,1101.36
52.0,127.38,1111.86
53.0,127.38,1111.86
54.0,127.38,1111.86
55.0,127.38,1111.86
56.0,125.54,1114.23
57.0,125.54,1114.23
58.0,123.54,1122.31
59.0,123.54,1122.31
60.0,123.54,1120.71
61.0,123.54,1120.71
62.0,123.54,1120.71
63.0,123.54,1114.32
64.0,123.54,1114.32
65.0,123.54,1114.32
66.0,123.54,1114.32
67.0,123.54,1114.32
68.0,123.54,1114.32
69.0,123.54,1114.32
