世代,ペナルティ関数値,総移動コスト
1.0,381.08,918.0
2.0,361.23,1023.46
3.0,361.23,1023.46
4.0,361.23,1023.46
5.0,352.92,1089.24
6.0,311.08,1030.67
7.0,305.08,1075.63
8.0,303.08,1044.95
9.0,287.08,1029.99
10.0,287.08,1029.99
11.0,277.23,1038.78
12.0,277.23,1038.78
13.0,260.92,1104.23
14.0,236.92,1041.47
15.0,231.08,1040.05
16.0,231.08,1040.05
17.0,202.92,1105.89
18.0,197.08,1040.39
19.0,185.08,1088.05
20.0,181.08,1095.26
21.0,179.08,1092.43
22.0,143.08,1108.37
23.0,132.92,1128.08
24.0,113.08,1132.19
25.0,113.08,1132.19
26.0,113.08,1132.19
27.0,111.08,1120.22
28.0,111.08,1120.22
29.0,111.08,1120.22
30.0,111.08,1120.22
31.0,111.08,1120.22
32.0,111.08,1120.22
33.0,110.92,1131.66
34.0,103.08,1142.85
35.0,96.92,1144.86
36.0,93.08,1142.94
37.0,93.08,1142.94
38.0,87.08,1141.19
39.0,87.08,1144.17
40.0,87.08,1144.17
41.0,87.08,1149.74
42.0,87.08,1149.74
43.0,87.08,1149.74
44.0,87.08,1159.1
45.0,87.08,1159.1
46.0,87.08,1159.1
47.0,87.08,1159.1
48.0,87.08,1159.1
49.0,87.08,1150.3
