世代,ペナルティ関数値,総移動コスト
1.0,191.0,582.0
2.0,153.0,726.6
3.0,139.25,722.09
4.0,131.25,715.27
5.0,107.25,736.36
6.0,105.25,748.89
7.0,105.25,748.89
8.0,99.5,770.7
9.0,93.25,749.39
10.0,87.5,775.36
11.0,85.75,775.62
12.0,85.75,775.62
13.0,67.0,762.35
14.0,67.0,762.35
15.0,67.0,775.1
16.0,67.0,794.01
17.0,66.75,855.89
18.0,59.0,784.32
19.0,50.75,790.93
20.0,45.5,830.53
21.0,39.5,848.09
22.0,29.0,885.49
23.0,29.0,880.4
24.0,13.25,897.36
25.0,13.25,897.36
26.0,11.25,908.95
27.0,11.25,908.95
28.0,11.25,864.94
29.0,11.0,881.72
30.0,11.0,881.72
31.0,11.0,880.61
32.0,11.0,880.61
33.0,11.0,887.23
34.0,11.0,895.32
35.0,11.0,895.32
36.0,11.0,895.32
37.0,11.0,895.32
38.0,11.0,895.32
39.0,11.0,895.32
40.0,11.0,895.32
