世代,ペナルティ関数値,総移動コスト
1.0,378.0,886.0
2.0,338.86,1089.31
3.0,338.86,1089.31
4.0,320.0,1073.87
5.0,310.0,1087.37
6.0,310.0,1087.37
7.0,310.0,1087.37
8.0,300.0,1073.49
9.0,299.14,1090.04
10.0,264.86,1085.01
11.0,258.86,1093.68
12.0,258.86,1093.68
13.0,248.86,1088.25
14.0,246.86,1091.17
15.0,236.0,1082.44
16.0,225.14,1078.62
17.0,218.0,1084.59
18.0,210.0,1087.99
19.0,192.57,1099.49
20.0,192.57,1099.49
21.0,192.57,1110.01
22.0,182.57,1120.48
23.0,179.71,1098.58
24.0,172.0,1102.37
25.0,168.86,1098.75
26.0,134.0,1096.68
27.0,134.0,1096.68
28.0,124.0,1110.22
29.0,124.0,1110.22
30.0,124.0,1119.4
31.0,116.0,1126.45
32.0,116.0,1126.45
33.0,116.0,1126.45
34.0,114.0,1122.97
35.0,114.0,1122.97
36.0,114.0,1149.75
37.0,112.0,1120.04
38.0,112.0,1130.43
39.0,110.86,1132.32
40.0,110.86,1132.32
41.0,110.86,1132.32
42.0,110.86,1132.32
43.0,110.86,1132.32
44.0,110.86,1129.31
45.0,110.86,1129.31
46.0,110.86,1129.31
47.0,104.0,1156.31
48.0,104.0,1156.31
49.0,104.0,1164.37
50.0,104.0,1164.37
51.0,104.0,1161.36
52.0,104.0,1160.72
53.0,104.0,1178.66
54.0,104.0,1167.15
55.0,104.0,1167.15
56.0,104.0,1167.15
57.0,104.0,1167.15
58.0,104.0,1173.91
