世代,ペナルティ関数値,総移動コスト
1.0,368.0,901.0
2.0,337.0,1172.9
3.0,320.0,1174.02
4.0,269.0,1136.15
5.0,269.0,1136.15
6.0,262.0,1169.98
7.0,243.0,1199.89
8.0,212.0,1190.09
9.0,212.0,1190.09
10.0,197.0,1186.18
11.0,186.0,1196.62
12.0,183.0,1225.65
13.0,169.0,1241.14
14.0,151.0,1201.52
15.0,133.0,1247.9
16.0,133.0,1243.62
17.0,123.0,1255.2
18.0,123.0,1249.53
19.0,122.0,1259.87
20.0,87.0,1212.51
21.0,87.0,1227.55
22.0,82.0,1227.62
23.0,82.0,1223.72
24.0,73.0,1231.67
25.0,70.0,1253.02
26.0,64.0,1228.56
27.0,60.0,1241.09
28.0,59.0,1241.1
29.0,58.0,1290.49
30.0,55.0,1260.73
31.0,51.0,1255.22
32.0,49.0,1281.39
33.0,42.0,1301.26
34.0,42.0,1301.26
35.0,42.0,1301.26
36.0,36.0,1276.01
37.0,36.0,1275.86
38.0,36.0,1275.86
39.0,36.0,1276.55
40.0,36.0,1287.02
41.0,36.0,1287.02
42.0,36.0,1287.02
43.0,36.0,1248.66
44.0,36.0,1248.66
45.0,36.0,1248.66
46.0,36.0,1310.39
47.0,36.0,1310.39
