世代,ペナルティ関数値,総移動コスト
1.0,374.55,918.0
2.0,339.64,1085.99
3.0,314.55,1082.11
4.0,305.64,1084.92
5.0,287.64,1093.94
6.0,287.64,1093.94
7.0,287.64,1102.79
8.0,251.64,1082.1
9.0,221.64,1179.57
10.0,221.64,1179.57
11.0,205.64,1174.41
12.0,203.64,1172.45
13.0,193.45,1143.8
14.0,193.45,1143.8
15.0,176.55,1173.62
16.0,171.45,1159.58
17.0,129.64,1175.14
18.0,129.64,1175.14
19.0,123.45,1176.96
20.0,106.55,1164.45
21.0,106.55,1164.45
22.0,106.55,1164.45
23.0,93.45,1190.73
24.0,92.55,1176.91
25.0,91.64,1185.16
26.0,91.64,1185.16
27.0,76.73,1184.47
28.0,75.82,1193.83
29.0,75.82,1193.83
30.0,75.82,1183.45
31.0,75.82,1198.41
32.0,74.73,1194.93
33.0,74.73,1182.21
34.0,74.73,1182.21
35.0,74.73,1180.72
36.0,74.73,1180.72
37.0,74.73,1180.72
38.0,74.73,1180.72
39.0,74.73,1180.72
40.0,74.73,1180.72
41.0,74.73,1180.72
42.0,74.73,1180.72
43.0,74.73,1180.72
