α,値,実行,ルート数,距離
0,0.01,error,16,1377.74
1,0.0125892541179,error,17,1386.11
2,0.0158489319246,success,17,1548.2
3,0.0199526231497,error,17,1449.2
4,0.0251188643151,success,17,1548.13
5,0.0316227766017,success,17,1651.49
6,0.0398107170553,error,17,1396.88
7,0.0501187233627,error,17,1428.92
8,0.063095734448,error,17,1532.26
9,0.0794328234724,success,17,1500.24
10,0.1,success,17,1513.73
11,0.125892541179,error,17,1400.53
12,0.158489319246,error,17,1405.38
13,0.199526231497,error,17,1370.82
14,0.251188643151,error,15,1400.73
15,0.316227766017,error,17,1401.57
16,0.398107170553,success,17,1628.76
17,0.501187233627,error,17,1382.74
18,0.63095734448,success,17,1430.01
19,0.794328234724,error,17,1473.21
20,1.0,success,17,1521.14
21,1.25892541179,success,17,1593.14
22,1.58489319246,success,17,1407.48
23,1.99526231497,error,15,1429.1
24,2.51188643151,success,17,1500.27
25,3.16227766017,success,17,1401.65
26,3.98107170553,success,17,1532.25
27,5.01187233627,success,17,1586.95
28,6.3095734448,success,17,1411.15
29,7.94328234724,success,17,1520.98
30,10.0,success,17,1580.33
31,12.5892541179,success,17,1493.01
32,15.8489319246,error,17,1505.85
33,19.9526231497,success,17,1486.1
34,25.1188643151,success,17,1402.87
35,31.6227766017,success,17,1423.17
36,39.8107170553,success,17,1409.88
37,50.1187233627,success,17,1388.79
38,63.095734448,success,17,1568.8
39,79.4328234724,success,17,1570.69
40,100.0,success,17,1404.15
"[0, 6]","[6, 96]","[99, 96]","[104, 99]","[104, 59]","[93, 59]","[85, 93]","[85, 100]","[100, 37]","[37, 98]","[98, 151]","[92, 151]","[92, 97]","[97, 117]","[117, 0]","[0, 13]","[13, 137]","[137, 144]","[57, 144]","[15, 57]","[15, 43]","[43, 142]","[42, 142]","[172, 42]","[87, 172]","[87, 95]","[95, 94]","[94, 0]","[0, 21]","[21, 72]","[197, 72]","[74, 197]","[171, 74]","[133, 171]","[22, 133]","[22, 41]","[41, 145]","[115, 145]","[178, 115]","[2, 178]","[2, 0]","[0, 27]","[27, 69]","[132, 69]","[176, 132]","[50, 176]","[102, 50]","[102, 76]","[196, 76]","[116, 196]","[184, 116]","[12, 184]","[109, 12]","[109, 0]","[0, 53]","[53, 58]","[58, 152]","[152, 40]","[40, 180]","[180, 198]","[198, 179]","[179, 195]","[195, 149]","[26, 149]","[105, 26]","[105, 0]","[0, 60]","[60, 118]","[5, 118]","[5, 84]","[173, 84]","[61, 173]","[61, 113]","[113, 17]","[17, 45]","[45, 125]","[125, 8]","[8, 114]","[114, 0]","[0, 73]","[73, 75]","[56, 75]","[186, 56]","[23, 186]","[23, 67]","[67, 39]","[39, 139]","[187, 139]","[170, 187]","[25, 170]","[25, 55]","[165, 55]","[165, 0]","[0, 77]","[77, 158]","[158, 3]","[3, 129]","[79, 129]","[185, 79]","[33, 185]","[81, 33]","[81, 120]","[120, 9]","[51, 9]","[51, 157]","[157, 0]","[0, 90]","[90, 126]","[126, 63]","[181, 63]","[181, 64]","[49, 64]","[143, 49]","[36, 143]","[36, 47]","[47, 168]","[124, 168]","[124, 46]","[46, 174]","[174, 199]","[199, 83]","[83, 0]","[0, 103]","[103, 161]","[71, 161]","[71, 65]","[65, 136]","[136, 35]","[35, 135]","[164, 135]","[34, 164]","[78, 34]","[169, 78]","[29, 169]","[121, 29]","[121, 0]","[0, 138]","[138, 154]","[154, 111]","[28, 111]","[28, 0]","[0, 148]","[148, 62]","[159, 62]","[159, 11]","[175, 11]","[107, 175]","[107, 19]","[19, 123]","[48, 123]","[82, 48]","[82, 0]","[0, 153]","[153, 106]","[194, 106]","[7, 194]","[182, 7]","[88, 182]","[88, 10]","[189, 10]","[108, 189]","[31, 108]","[190, 31]","[190, 0]","[0, 167]","[127, 167]","[52, 127]","[52, 18]","[18, 166]","[89, 166]","[89, 147]","[183, 147]","[112, 183]","[156, 112]","[146, 156]","[146, 0]","[0, 192]","[192, 14]","[14, 119]","[119, 44]","[44, 38]","[38, 140]","[140, 86]","[86, 16]","[16, 141]","[141, 191]","[191, 91]","[91, 193]","[193, 0]","[1, 0]","[1, 122]","[122, 30]","[30, 32]","[131, 32]","[131, 160]","[160, 128]","[66, 128]","[66, 188]","[188, 20]","[20, 70]","[70, 101]","[101, 162]","[162, 0]","[4, 155]","[155, 110]","[110, 0]","[177, 0]","[177, 80]","[150, 80]","[150, 68]","[163, 68]","[24, 163]","[24, 134]","[134, 54]","[54, 130]","[130, 4]"
最短コスト:,1388.79
計算時間：,18319.85380077362
修正時間：,11476.92173910141
トラック容量：,200,期間制約,200
サービス時間：,10
