α,値,実行,ルート数,距離
0,0.01,error,12,1132.83
1,0.0125892541179,success,12,1208.13
2,0.0158489319246,error,11,1122.73
3,0.0199526231497,error,12,1156.4
4,0.0251188643151,error,12,1203.75
5,0.0316227766017,success,12,1153.98
6,0.0398107170553,success,12,1153.22
7,0.0501187233627,success,12,1130.95
8,0.063095734448,error,11,1122.6
9,0.0794328234724,success,12,1213.79
10,0.1,success,12,1199.97
11,0.125892541179,success,12,1102.39
12,0.158489319246,success,12,1135.4
13,0.199526231497,success,12,1150.19
14,0.251188643151,error,12,1164.13
15,0.316227766017,success,12,1150.08
16,0.398107170553,success,12,1178.44
17,0.501187233627,success,12,1173.79
18,0.63095734448,success,12,1162.2
19,0.794328234724,success,12,1146.98
20,1.0,success,12,1117.94
21,1.25892541179,success,12,1186.23
22,1.58489319246,success,12,1144.57
23,1.99526231497,success,12,1139.41
24,2.51188643151,success,12,1152.27
25,3.16227766017,success,12,1135.89
26,3.98107170553,success,12,1153.28
27,5.01187233627,success,12,1113.25
28,6.3095734448,success,13,1115.53
29,7.94328234724,success,12,1139.45
30,10.0,success,12,1139.62
31,12.5892541179,success,12,1133.07
32,15.8489319246,success,12,1108.08
33,19.9526231497,success,12,1130.85
34,25.1188643151,success,12,1136.01
35,31.6227766017,success,12,1197.48
36,39.8107170553,success,12,1127.99
37,50.1187233627,success,12,1211.42
38,63.095734448,error,11,1175.61
39,79.4328234724,success,12,1162.06
40,100.0,success,12,1213.77
"[0, 10]","[10, 108]","[131, 32]","[32, 90]","[90, 126]","[63, 126]","[63, 64]","[49, 64]","[143, 49]","[36, 143]","[36, 47]","[124, 47]","[46, 124]","[46, 0]","[0, 12]","[109, 12]","[54, 109]","[130, 54]","[134, 130]","[24, 134]","[29, 24]","[121, 29]","[80, 121]","[150, 80]","[68, 150]","[116, 68]","[116, 76]","[76, 0]","[0, 50]","[102, 50]","[33, 102]","[81, 33]","[120, 81]","[9, 120]","[103, 9]","[51, 103]","[51, 122]","[122, 70]","[70, 101]","[31, 101]","[31, 0]","[0, 55]","[25, 55]","[25, 139]","[139, 39]","[67, 39]","[67, 23]","[23, 56]","[56, 75]","[75, 133]","[133, 22]","[41, 22]","[145, 41]","[0, 145]","[0, 61]","[61, 91]","[91, 119]","[14, 119]","[14, 38]","[38, 140]","[140, 44]","[44, 141]","[16, 141]","[86, 16]","[86, 113]","[17, 113]","[84, 17]","[84, 0]","[0, 77]","[3, 77]","[79, 3]","[129, 79]","[78, 129]","[34, 78]","[34, 135]","[135, 35]","[136, 35]","[65, 136]","[65, 71]","[71, 66]","[20, 30]","[30, 0]","[0, 89]","[89, 60]","[118, 60]","[5, 118]","[5, 83]","[83, 125]","[125, 45]","[45, 8]","[8, 114]","[114, 18]","[18, 52]","[52, 146]","[146, 0]","[0, 106]","[7, 106]","[82, 7]","[82, 48]","[123, 48]","[19, 123]","[107, 19]","[11, 107]","[11, 62]","[62, 148]","[88, 148]","[127, 88]","[127, 0]","[0, 112]","[112, 27]","[27, 132]","[69, 132]","[1, 69]","[1, 111]","[111, 28]","[28, 0]","[0, 117]","[117, 97]","[92, 97]","[92, 93]","[93, 85]","[85, 98]","[98, 37]","[100, 37]","[42, 100]","[142, 42]","[43, 142]","[15, 43]","[15, 57]","[144, 57]","[87, 144]","[87, 0]","[0, 138]","[138, 26]","[26, 149]","[110, 149]","[4, 110]","[4, 72]","[72, 74]","[74, 73]","[73, 21]","[21, 40]","[40, 105]","[53, 105]","[53, 0]","[2, 137]","[13, 137]","[96, 13]","[96, 99]","[104, 99]","[59, 104]","[95, 59]","[95, 94]","[94, 6]","[6, 147]","[147, 0]","[58, 0]","[115, 58]","[115, 2]","[108, 128]","[128, 131]","[66, 20]"
最短コスト:,1102.39
計算時間：,6739.870697259903
修正時間：,3432.0380272865295
トラック容量：,200,期間制約,200
サービス時間：,10
