α,値,実行,ルート数,距離
0,0.01,error,5,559.5
1,0.0125892541179,success,6,622.52
2,0.0158489319246,success,6,647.66
3,0.0199526231497,success,6,603.54
4,0.0251188643151,error,5,570.69
5,0.0316227766017,success,6,584.5
6,0.0398107170553,success,6,604.46
7,0.0501187233627,error,5,640.92
8,0.063095734448,error,5,601.98
9,0.0794328234724,success,6,595.12
10,0.1,error,5,567.33
11,0.125892541179,success,6,584.77
12,0.158489319246,success,6,596.88
13,0.199526231497,success,6,612.56
14,0.251188643151,success,6,648.84
15,0.316227766017,success,6,593.93
16,0.398107170553,error,4,588.05
17,0.501187233627,success,6,609.67
18,0.63095734448,success,6,586.79
19,0.794328234724,success,6,599.29
20,1.0,success,6,593.35
21,1.25892541179,success,6,587.41
22,1.58489319246,success,6,595.36
23,1.99526231497,success,6,599.89
24,2.51188643151,success,6,641.56
25,3.16227766017,success,6,592.7
26,3.98107170553,success,6,632.07
27,5.01187233627,success,6,599.91
28,6.3095734448,success,6,587.22
29,7.94328234724,success,6,581.37
30,10.0,success,6,615.62
31,12.5892541179,success,6,597.9
32,15.8489319246,success,6,624.47
33,19.9526231497,success,6,624.65
34,25.1188643151,success,6,611.84
35,31.6227766017,success,6,600.29
36,39.8107170553,success,6,587.22
37,50.1187233627,success,6,597.55
38,63.095734448,success,6,592.62
39,79.4328234724,success,6,635.12
40,100.0,success,6,623.11
"[0, 1]","[27, 1]","[48, 27]","[48, 23]","[23, 7]","[43, 7]","[24, 43]","[24, 14]","[6, 14]","[6, 0]","[0, 2]","[29, 2]","[21, 29]","[21, 34]","[34, 30]","[30, 10]","[39, 10]","[39, 33]","[45, 33]","[15, 45]","[15, 0]","[0, 12]","[12, 5]","[5, 49]","[49, 9]","[9, 16]","[16, 50]","[50, 38]","[38, 11]","[11, 32]","[46, 32]","[46, 0]","[0, 47]","[47, 4]","[4, 18]","[18, 0]","[8, 0]","[26, 8]","[31, 26]","[28, 31]","[28, 3]","[36, 3]","[35, 36]","[35, 20]","[22, 20]","[22, 0]","[13, 41]","[41, 40]","[40, 19]","[19, 42]","[44, 42]","[44, 37]","[37, 17]","[17, 0]","[25, 0]","[25, 13]"
最短コスト:,581.37
計算時間：,566.4355747699738
修正時間：,261.72102093696594
トラック容量：,160,期間制約,200
サービス時間：,10
