世代,ペナルティ関数値,総移動コスト
1.0,454.0,1072.0
2.0,412.0,1467.25
3.0,390.0,1465.82
4.0,390.0,1465.82
5.0,370.0,1474.85
6.0,342.0,1461.3
7.0,320.0,1465.98
8.0,277.0,1475.41
9.0,277.0,1471.52
10.0,270.0,1479.93
11.0,260.0,1458.07
12.0,247.0,1474.99
13.0,242.0,1487.56
14.0,242.0,1487.56
15.0,242.0,1487.56
16.0,231.0,1484.81
17.0,231.0,1484.81
18.0,231.0,1484.81
19.0,218.0,1473.55
20.0,216.0,1499.75
21.0,216.0,1499.75
22.0,214.0,1491.83
23.0,208.0,1483.71
24.0,208.0,1489.35
25.0,208.0,1489.35
26.0,201.0,1488.08
27.0,200.0,1500.06
28.0,200.0,1500.06
29.0,200.0,1482.12
30.0,200.0,1482.12
31.0,200.0,1482.12
32.0,200.0,1498.39
33.0,200.0,1498.39
34.0,200.0,1498.39
35.0,200.0,1498.39
36.0,200.0,1491.08
37.0,200.0,1491.08
38.0,200.0,1491.08
