世代,ペナルティ関数値,総移動コスト
1.0,375.08,911.0
2.0,365.08,1001.94
3.0,327.08,1025.77
4.0,327.08,1025.77
5.0,327.08,1025.77
6.0,327.08,1025.77
7.0,286.92,1038.05
8.0,286.92,1038.05
9.0,264.92,1048.22
10.0,264.92,1048.22
11.0,264.92,1048.22
12.0,264.92,1048.22
13.0,264.92,1048.22
14.0,254.92,1056.6
15.0,254.92,1056.6
16.0,254.92,1056.6
17.0,254.92,1056.6
18.0,254.92,1056.6
19.0,254.92,1056.6
20.0,254.92,1056.6
21.0,251.08,1059.49
22.0,251.08,1059.49
23.0,225.08,1062.12
24.0,187.08,1068.38
25.0,187.08,1068.38
26.0,187.08,1068.38
27.0,187.08,1068.38
28.0,177.08,1070.31
29.0,165.08,1079.67
30.0,165.08,1079.67
31.0,150.92,1065.33
32.0,123.08,1079.81
33.0,123.08,1079.81
34.0,123.08,1079.81
35.0,123.08,1079.81
36.0,117.08,1077.2
37.0,117.08,1077.2
38.0,117.08,1077.2
39.0,117.08,1077.2
40.0,108.92,1065.24
41.0,101.08,1074.58
42.0,96.92,1077.43
43.0,96.92,1077.43
44.0,96.92,1077.43
45.0,94.92,1075.22
46.0,94.92,1075.22
47.0,94.92,1106.8
48.0,92.92,1065.98
49.0,92.92,1065.98
50.0,90.92,1102.5
51.0,88.92,1092.5
52.0,68.92,1096.84
53.0,68.92,1096.84
54.0,62.92,1113.3
55.0,62.92,1105.4
56.0,60.77,1122.81
57.0,60.77,1122.81
58.0,58.77,1142.69
59.0,58.77,1142.69
60.0,58.77,1142.69
61.0,49.23,1121.48
62.0,49.23,1121.48
63.0,47.38,1122.87
64.0,47.38,1122.87
65.0,45.08,1133.99
66.0,45.08,1135.4
67.0,45.08,1135.4
68.0,45.08,1135.4
69.0,45.08,1135.4
70.0,45.08,1135.4
71.0,45.08,1135.4
72.0,45.08,1135.4
73.0,45.08,1135.4
74.0,45.08,1133.38
75.0,45.08,1133.38
76.0,45.08,1133.38
