世代,ペナルティ関数値,総移動コスト
1.0,786.2,1409.0
2.0,786.2,1409.0
3.0,786.2,1409.0
4.0,786.2,1409.0
5.0,786.2,1409.0
6.0,760.8,1570.16
7.0,734.8,1565.48
8.0,698.2,1580.97
9.0,698.2,1580.97
10.0,698.2,1580.97
11.0,698.2,1580.97
12.0,698.2,1580.97
13.0,670.0,1630.22
14.0,670.0,1630.22
15.0,667.4,1612.64
16.0,652.8,1572.13
17.0,652.8,1572.13
18.0,616.8,1573.55
19.0,616.8,1573.55
20.0,616.8,1573.55
21.0,562.8,1602.07
22.0,562.8,1602.07
23.0,562.8,1602.07
24.0,562.8,1602.07
25.0,537.4,1590.14
26.0,537.4,1590.14
27.0,537.4,1590.14
28.0,537.4,1590.14
29.0,537.4,1590.14
30.0,537.4,1590.14
31.0,537.4,1580.68
32.0,521.4,1581.74
33.0,521.4,1581.74
34.0,515.4,1593.32
35.0,498.8,1583.19
36.0,498.8,1583.19
37.0,498.8,1583.19
38.0,498.8,1583.19
39.0,498.8,1583.19
40.0,478.0,1600.49
41.0,478.0,1600.49
42.0,478.0,1600.49
43.0,478.0,1600.49
44.0,442.6,1598.33
45.0,442.6,1598.33
46.0,432.6,1604.03
47.0,432.6,1604.03
48.0,432.6,1604.03
49.0,432.6,1604.03
50.0,432.6,1604.03
51.0,432.6,1604.03
52.0,409.2,1619.61
53.0,404.6,1641.33
54.0,372.6,1641.68
55.0,372.6,1641.68
56.0,372.6,1641.68
57.0,372.6,1641.68
58.0,372.6,1641.68
59.0,372.6,1641.68
60.0,372.6,1641.68
61.0,366.0,1669.34
62.0,366.0,1669.34
63.0,366.0,1669.34
64.0,366.0,1669.34
65.0,366.0,1669.34
66.0,330.6,1666.46
67.0,330.6,1666.46
68.0,330.6,1666.46
69.0,330.6,1666.46
70.0,300.6,1677.75
71.0,300.6,1677.75
72.0,300.6,1677.75
73.0,300.6,1677.75
74.0,300.6,1677.75
75.0,285.4,1679.71
76.0,285.4,1679.71
77.0,282.6,1652.99
78.0,282.0,1647.13
79.0,282.0,1647.13
80.0,274.6,1644.04
81.0,274.6,1644.04
82.0,268.6,1684.59
83.0,256.6,1721.88
84.0,256.0,1721.33
85.0,256.0,1721.33
86.0,247.4,1678.74
87.0,247.4,1678.74
88.0,244.8,1654.91
89.0,244.8,1654.91
90.0,241.4,1674.98
91.0,237.4,1713.83
92.0,237.4,1713.83
93.0,237.4,1713.83
94.0,237.4,1713.83
95.0,237.4,1713.83
96.0,237.4,1713.83
97.0,221.4,1706.32
98.0,212.8,1696.64
99.0,212.8,1696.64
100.0,212.8,1696.64
