世代,ペナルティ関数値,総移動コスト
1.0,470.77,847.0
2.0,430.77,1064.75
3.0,409.23,1087.5
4.0,409.23,1104.94
5.0,389.23,1101.4
6.0,349.23,1103.79
7.0,329.23,1106.46
8.0,329.23,1106.46
9.0,329.23,1101.54
10.0,329.23,1101.54
11.0,329.23,1101.54
12.0,327.69,1108.14
13.0,327.69,1112.96
14.0,327.69,1112.96
15.0,327.69,1116.28
16.0,327.69,1116.28
17.0,327.69,1116.28
18.0,327.69,1116.28
19.0,327.69,1116.28
20.0,327.69,1116.28
21.0,327.69,1101.92
22.0,309.23,1107.67
23.0,289.23,1113.78
24.0,287.69,1112.18
25.0,287.69,1112.18
26.0,287.69,1112.18
27.0,287.69,1112.18
28.0,287.69,1112.18
29.0,287.69,1112.18
30.0,287.69,1116.44
31.0,287.69,1116.44
32.0,287.69,1116.44
33.0,286.15,1104.03
34.0,286.15,1104.03
35.0,286.15,1104.03
36.0,286.15,1104.03
37.0,286.15,1104.03
38.0,286.15,1104.03
39.0,286.15,1104.03
40.0,286.15,1104.03
41.0,286.15,1104.03
42.0,286.15,1104.03
43.0,286.15,1104.03
44.0,286.15,1104.03
