世代,ペナルティ関数値,総移動コスト
1.0,386.55,905.0
2.0,353.45,1057.18
3.0,332.55,1096.58
4.0,302.55,1103.56
5.0,266.55,1109.11
6.0,266.55,1109.11
7.0,263.45,1116.57
8.0,245.45,1115.84
9.0,226.55,1112.37
10.0,226.55,1112.37
11.0,207.45,1116.64
12.0,206.55,1151.88
13.0,205.64,1151.17
14.0,201.64,1152.01
15.0,168.55,1127.68
16.0,168.55,1127.68
17.0,132.55,1124.69
18.0,128.55,1126.05
19.0,110.55,1139.66
20.0,110.55,1139.66
21.0,105.64,1151.87
22.0,105.64,1151.87
23.0,105.64,1151.87
24.0,105.64,1151.87
25.0,104.55,1152.97
26.0,104.55,1152.97
27.0,104.55,1152.97
28.0,104.55,1152.97
29.0,104.55,1152.97
30.0,92.55,1165.81
31.0,92.55,1165.81
32.0,85.45,1166.2
33.0,85.45,1166.2
34.0,82.36,1196.34
35.0,72.36,1172.84
36.0,57.45,1180.59
37.0,56.36,1197.35
38.0,56.36,1197.35
39.0,54.55,1196.56
40.0,54.55,1196.56
41.0,54.55,1196.56
42.0,43.45,1185.99
43.0,43.45,1185.99
44.0,29.27,1209.27
45.0,29.27,1209.27
46.0,29.27,1209.27
47.0,29.27,1209.27
48.0,28.36,1198.35
49.0,28.36,1198.35
50.0,28.36,1198.35
51.0,28.36,1198.35
52.0,22.55,1215.04
53.0,22.55,1215.04
54.0,22.55,1215.04
55.0,18.55,1227.65
56.0,18.55,1227.65
57.0,18.55,1227.65
58.0,18.55,1227.65
59.0,18.55,1227.65
60.0,17.64,1225.72
61.0,17.64,1225.72
62.0,17.64,1238.09
63.0,17.64,1229.97
64.0,17.64,1229.97
65.0,16.55,1268.53
66.0,16.55,1268.53
67.0,15.64,1259.22
68.0,15.64,1259.22
69.0,15.64,1259.22
70.0,15.64,1237.36
71.0,15.64,1237.36
72.0,15.64,1237.36
73.0,14.73,1268.21
74.0,14.55,1257.64
75.0,14.55,1223.56
76.0,14.55,1223.56
77.0,14.55,1223.56
78.0,12.55,1235.85
79.0,12.55,1235.85
80.0,12.55,1235.85
81.0,12.55,1235.85
82.0,12.55,1235.85
83.0,12.55,1235.85
84.0,12.55,1235.85
85.0,12.55,1235.85
86.0,12.55,1235.85
87.0,12.55,1255.54
88.0,12.55,1255.54
89.0,12.55,1255.54
