世代,ペナルティ関数値,総移動コスト
1.0,705.43,1083.0
2.0,699.43,2125.8
3.0,687.0,2123.13
4.0,687.0,2123.13
5.0,687.0,2123.13
6.0,678.57,2158.64
7.0,643.43,2278.86
8.0,643.43,2278.86
9.0,643.43,2278.86
10.0,643.43,2278.86
11.0,643.43,2278.86
12.0,631.0,2277.45
13.0,631.0,2272.25
14.0,612.57,2146.35
15.0,612.57,2146.35
16.0,602.14,2154.36
17.0,602.14,2154.36
18.0,602.14,2160.86
19.0,602.14,2163.69
20.0,602.14,2163.69
21.0,602.14,2163.69
22.0,589.0,2145.56
23.0,589.0,2145.56
24.0,577.0,2154.05
25.0,577.0,2154.05
26.0,577.0,2154.05
27.0,577.0,2154.05
28.0,577.0,2154.05
29.0,577.0,2154.05
30.0,577.0,2154.05
31.0,577.0,2154.05
32.0,577.0,2154.05
33.0,577.0,2153.11
34.0,577.0,2158.99
35.0,577.0,2158.99
