世代,ペナルティ関数値,総移動コスト
1.0,383.23,914.0
2.0,340.92,1061.42
3.0,340.92,1061.42
4.0,340.92,1061.42
5.0,340.92,1061.42
6.0,340.92,1061.42
7.0,340.92,1061.42
8.0,284.92,1068.03
9.0,284.92,1068.03
10.0,284.92,1068.03
11.0,242.92,1058.94
12.0,238.92,1054.58
13.0,238.92,1054.58
14.0,210.92,1060.25
15.0,203.08,1090.35
16.0,203.08,1089.09
17.0,203.08,1089.09
18.0,203.08,1089.09
19.0,192.92,1089.78
20.0,181.08,1110.52
21.0,152.92,1107.43
22.0,149.08,1120.31
23.0,145.08,1123.49
24.0,145.08,1123.49
25.0,142.92,1077.58
26.0,142.92,1095.1
27.0,135.08,1107.41
28.0,129.23,1121.87
29.0,115.08,1126.16
30.0,109.08,1107.84
31.0,104.92,1112.7
32.0,101.23,1104.58
33.0,94.77,1166.3
34.0,94.77,1166.3
35.0,94.77,1166.3
36.0,93.23,1170.85
37.0,91.23,1171.55
38.0,86.92,1157.4
39.0,79.38,1167.66
40.0,79.38,1180.2
41.0,79.38,1180.2
42.0,73.54,1173.92
43.0,71.23,1154.95
44.0,71.23,1158.63
45.0,61.85,1194.75
46.0,61.85,1194.75
47.0,61.85,1194.75
48.0,61.85,1194.75
49.0,61.85,1194.75
50.0,61.85,1194.75
51.0,61.54,1198.52
52.0,61.54,1198.52
53.0,61.54,1192.53
54.0,61.38,1188.38
55.0,57.38,1179.79
56.0,57.38,1179.79
57.0,57.38,1179.79
58.0,57.38,1179.79
59.0,57.38,1179.79
60.0,57.38,1175.51
61.0,57.38,1182.84
62.0,57.38,1182.84
63.0,57.38,1182.84
64.0,57.38,1182.84
65.0,57.38,1182.84
66.0,57.38,1182.84
