世代,ペナルティ関数値,総移動コスト
1.0,182.67,583.0
2.0,112.0,753.61
3.0,83.33,783.39
4.0,64.67,761.51
5.0,56.0,783.41
6.0,50.67,790.65
7.0,42.0,827.39
8.0,32.0,842.2
9.0,30.67,861.67
10.0,29.33,842.41
11.0,29.33,842.41
12.0,29.33,842.41
13.0,28.67,887.85
14.0,28.67,887.85
15.0,27.33,849.1
16.0,25.33,901.15
17.0,24.0,885.46
18.0,24.0,885.46
19.0,23.33,923.75
20.0,23.33,923.75
21.0,23.33,923.75
22.0,22.0,931.59
23.0,19.33,986.24
24.0,16.67,1005.87
25.0,16.67,1005.87
26.0,15.33,1004.17
27.0,14.0,998.79
28.0,12.67,1042.14
29.0,8.67,1007.99
30.0,8.67,1007.99
31.0,7.33,1062.22
32.0,7.33,1034.9
33.0,7.33,1034.9
34.0,5.33,1091.54
35.0,5.33,1091.54
36.0,5.33,1108.72
37.0,5.33,1074.79
38.0,5.33,1146.76
39.0,5.33,1146.76
40.0,5.33,1146.76
41.0,5.33,1146.76
42.0,5.33,1146.76
43.0,5.33,1146.76
44.0,5.33,1146.76
45.0,5.33,1146.76
