世代,ペナルティ関数値,総移動コスト
1.0,366.0,906.0
2.0,329.0,1145.6
3.0,293.0,1160.79
4.0,255.0,1173.17
5.0,232.0,1175.97
6.0,218.0,1175.83
7.0,193.0,1173.8
8.0,163.0,1175.94
9.0,139.0,1184.25
10.0,139.0,1184.25
11.0,121.0,1192.79
12.0,114.0,1182.21
13.0,102.0,1194.85
14.0,102.0,1204.62
15.0,101.0,1178.75
16.0,96.0,1211.16
17.0,96.0,1211.16
18.0,88.0,1257.89
19.0,88.0,1264.25
20.0,88.0,1264.25
21.0,88.0,1264.25
22.0,88.0,1249.37
23.0,84.0,1241.21
24.0,84.0,1241.21
25.0,84.0,1269.45
26.0,84.0,1269.45
27.0,84.0,1269.45
28.0,84.0,1269.45
29.0,84.0,1269.45
30.0,83.0,1255.83
31.0,83.0,1255.83
32.0,83.0,1255.83
33.0,83.0,1255.83
34.0,77.0,1283.76
35.0,77.0,1279.43
36.0,77.0,1279.43
37.0,72.0,1301.92
38.0,66.0,1298.31
39.0,66.0,1298.31
40.0,66.0,1298.31
41.0,62.0,1282.26
42.0,62.0,1282.26
43.0,62.0,1282.26
44.0,62.0,1282.26
45.0,62.0,1293.58
46.0,62.0,1300.68
47.0,62.0,1300.68
48.0,62.0,1300.68
49.0,62.0,1300.68
50.0,62.0,1343.19
51.0,62.0,1343.19
52.0,62.0,1343.19
