世代,ペナルティ関数値,総移動コスト
1.0,414.86,923.0
2.0,414.86,1134.93
3.0,414.86,1134.93
4.0,414.86,1134.93
5.0,408.86,1174.72
6.0,388.86,1131.06
7.0,356.86,1120.68
8.0,356.86,1120.68
9.0,318.86,1126.68
10.0,318.86,1126.68
11.0,318.86,1126.68
12.0,310.0,1157.3
13.0,306.86,1172.11
14.0,287.71,1120.27
15.0,278.86,1120.02
16.0,248.0,1123.36
17.0,248.0,1123.36
18.0,248.0,1123.36
19.0,243.14,1150.81
20.0,234.86,1134.78
21.0,210.86,1144.0
22.0,210.86,1144.0
23.0,201.71,1140.31
24.0,201.71,1140.31
25.0,183.71,1151.47
26.0,140.57,1168.23
27.0,140.57,1168.23
28.0,140.57,1168.23
29.0,140.57,1168.23
30.0,140.57,1168.23
31.0,139.71,1174.85
32.0,139.71,1179.08
33.0,139.71,1179.08
34.0,139.71,1179.08
35.0,139.71,1179.08
36.0,138.57,1152.42
37.0,128.57,1173.82
38.0,121.71,1189.98
39.0,121.71,1189.98
40.0,121.71,1189.98
41.0,121.71,1189.98
42.0,121.71,1189.98
43.0,121.71,1189.98
44.0,120.86,1191.06
45.0,120.86,1191.06
46.0,120.86,1191.06
47.0,118.57,1201.48
48.0,118.57,1206.04
49.0,117.71,1224.53
50.0,117.71,1196.3
51.0,117.71,1196.3
52.0,116.86,1203.64
53.0,116.86,1203.64
54.0,116.0,1244.32
55.0,116.0,1228.02
56.0,116.0,1220.7
57.0,112.57,1240.06
58.0,112.57,1240.06
59.0,110.86,1218.1
60.0,110.86,1209.42
61.0,110.86,1188.55
62.0,110.86,1217.68
63.0,110.86,1217.68
64.0,110.86,1206.37
65.0,110.86,1206.37
66.0,110.86,1206.37
67.0,110.86,1206.37
68.0,110.86,1206.37
69.0,110.86,1206.37
70.0,110.86,1206.37
