世代,ペナルティ関数値,総移動コスト
1.0,680.21,1403.0
2.0,637.58,1584.03
3.0,637.58,1584.03
4.0,637.58,1584.03
5.0,637.58,1584.03
6.0,637.58,1590.55
7.0,637.58,1590.55
8.0,609.58,1586.22
9.0,552.95,1565.39
10.0,552.95,1565.39
11.0,552.95,1565.39
12.0,552.95,1565.39
13.0,493.58,1583.49
14.0,493.58,1583.49
15.0,438.95,1601.11
16.0,438.95,1602.56
17.0,438.95,1602.56
18.0,438.95,1602.56
19.0,404.32,1604.8
20.0,388.95,1614.91
21.0,353.68,1588.25
22.0,353.68,1601.11
23.0,347.05,1610.55
24.0,307.58,1609.72
25.0,307.58,1609.72
26.0,307.58,1609.72
27.0,307.58,1609.72
28.0,297.68,1605.41
29.0,282.21,1629.37
30.0,275.58,1621.07
31.0,275.58,1621.07
32.0,258.95,1627.08
33.0,258.32,1621.1
34.0,253.68,1637.11
35.0,252.95,1620.74
36.0,238.95,1623.13
37.0,234.95,1628.16
38.0,234.95,1628.16
39.0,232.95,1665.2
40.0,232.95,1665.2
41.0,228.95,1640.44
42.0,226.95,1660.45
43.0,226.95,1656.0
44.0,226.95,1658.05
45.0,226.32,1696.96
46.0,224.32,1698.26
47.0,210.32,1667.12
48.0,207.68,1673.91
49.0,207.68,1673.91
50.0,198.32,1661.75
51.0,198.32,1661.75
52.0,198.32,1661.75
53.0,197.68,1664.53
54.0,197.68,1664.53
55.0,195.68,1702.8
56.0,195.68,1732.62
57.0,185.68,1709.86
58.0,185.68,1709.86
59.0,185.68,1709.86
60.0,185.68,1709.86
61.0,184.32,1759.63
62.0,184.32,1759.63
63.0,178.32,1795.08
64.0,178.32,1795.08
65.0,178.32,1750.99
66.0,178.32,1750.99
67.0,178.32,1750.99
68.0,176.32,1705.83
69.0,176.32,1705.83
70.0,176.32,1708.57
71.0,176.32,1708.57
72.0,174.95,1755.06
73.0,172.32,1766.09
74.0,172.32,1751.6
75.0,172.32,1742.84
76.0,172.32,1749.95
77.0,172.32,1749.95
78.0,172.32,1749.95
79.0,172.32,1749.95
80.0,160.95,1774.26
81.0,156.32,1762.44
82.0,156.32,1759.02
83.0,156.32,1759.02
84.0,156.32,1759.02
85.0,154.95,1779.36
86.0,153.58,1793.0
87.0,153.58,1793.0
88.0,153.58,1793.0
89.0,152.95,1765.36
90.0,152.95,1765.36
91.0,152.95,1780.5
92.0,151.58,1775.53
93.0,151.58,1775.53
94.0,151.58,1786.86
95.0,151.58,1786.86
96.0,151.58,1784.77
97.0,151.58,1777.27
98.0,151.58,1775.94
99.0,151.58,1775.94
100.0,151.58,1775.94
