世代,ペナルティ関数値,総移動コスト
1.0,713.85,843.0
2.0,692.31,1153.04
3.0,692.31,1153.04
4.0,692.31,1153.04
5.0,692.31,1153.04
6.0,692.31,1153.04
7.0,692.31,1153.04
8.0,635.38,1090.76
9.0,633.85,1089.95
10.0,633.85,1082.2
11.0,633.85,1082.2
12.0,633.85,1090.89
13.0,633.85,1090.89
14.0,633.85,1097.66
15.0,630.77,1086.85
16.0,610.77,1086.98
17.0,610.77,1086.98
18.0,610.77,1086.98
19.0,610.77,1089.94
20.0,610.77,1088.06
21.0,610.77,1088.06
22.0,610.77,1094.54
23.0,610.77,1094.54
24.0,610.77,1094.54
25.0,610.77,1094.54
26.0,610.77,1094.54
27.0,610.77,1094.54
