世代,ペナルティ関数値,総移動コスト
1.0,1026.86,1386.0
2.0,1026.86,1386.0
3.0,1026.86,1386.0
4.0,1026.86,1675.65
5.0,982.86,1715.35
6.0,950.86,1717.54
7.0,932.86,1712.9
8.0,932.86,1712.9
9.0,912.86,1693.98
10.0,860.86,1718.13
11.0,860.86,1718.13
12.0,860.86,1718.13
13.0,860.86,1718.13
14.0,860.86,1724.57
15.0,860.86,1724.57
16.0,860.86,1724.57
17.0,835.43,1715.21
18.0,835.43,1715.21
19.0,764.29,1702.59
20.0,764.29,1702.59
21.0,740.86,1713.99
22.0,723.43,1700.86
23.0,689.43,1688.92
24.0,689.43,1688.92
25.0,689.43,1690.37
26.0,689.43,1690.37
27.0,689.43,1690.37
28.0,640.29,1711.55
29.0,585.71,1705.23
30.0,585.71,1705.23
31.0,585.71,1700.39
32.0,557.71,1714.34
33.0,542.29,1707.53
34.0,527.71,1702.27
35.0,524.86,1738.44
36.0,506.86,1747.59
37.0,506.86,1747.59
38.0,506.86,1747.59
39.0,497.71,1720.95
40.0,442.86,1746.61
41.0,442.86,1746.61
42.0,442.86,1746.61
43.0,442.86,1746.61
44.0,442.86,1746.61
45.0,442.86,1746.61
46.0,437.43,1761.66
47.0,410.86,1741.4
48.0,410.86,1741.4
49.0,410.86,1732.95
50.0,386.86,1743.12
51.0,386.86,1743.12
52.0,386.86,1743.12
53.0,386.86,1736.64
54.0,386.86,1736.64
55.0,378.86,1775.22
56.0,378.86,1775.14
57.0,378.86,1775.14
58.0,368.29,1771.86
59.0,368.29,1776.33
60.0,357.71,1779.27
61.0,353.71,1819.65
62.0,353.71,1819.65
63.0,353.71,1819.65
64.0,352.29,1770.08
65.0,349.71,1756.47
66.0,318.29,1784.55
67.0,318.29,1803.71
68.0,318.29,1798.63
69.0,299.14,1759.78
70.0,293.71,1775.14
71.0,282.29,1781.26
72.0,282.29,1794.44
73.0,264.29,1780.9
74.0,264.29,1779.11
75.0,261.71,1802.54
76.0,261.14,1773.13
77.0,261.14,1773.13
78.0,259.71,1777.04
79.0,259.71,1787.64
80.0,251.71,1770.69
81.0,239.71,1790.72
82.0,239.71,1790.72
83.0,239.71,1790.72
84.0,217.71,1804.94
85.0,217.71,1804.94
86.0,217.71,1794.29
87.0,217.71,1794.29
88.0,211.14,1789.02
89.0,211.14,1820.43
90.0,211.14,1815.05
91.0,211.14,1815.05
92.0,209.14,1789.1
93.0,209.14,1809.38
94.0,209.14,1802.33
95.0,206.57,1823.15
96.0,206.57,1801.3
97.0,206.57,1825.9
98.0,206.57,1826.27
99.0,206.57,1826.27
100.0,204.57,1809.21
